ID,Category,Question,Answer,Type,Register,Source Reliability,Time-Sensitive,Split,Source / Notes
1833,Technical Support,"Hey, how to create/resest Lab Computer Login ID and Password?","Lab Computer Login ID and Password (Create/ Reset Password)

Apply here to get computer login ID or reset a computer login password with the following information: https://bracu.atlassian.net/servicedesk/customer/portal/2/group/11/create/17

Full Name:

Student ID:

Department:

G Suite Email Address:

Contact Number:

Attachment for verification purposes:
 I) a scanned copy or photo of the current semester
 II) a scanned copy or photo of the Student ID card

Attachment for resetting the password:
I) an approved application (hard copy) by your DCO Sir/Mam (need to take the
signature/approval of him/her and then finally need to submit it to us as an attachment
to request to reset the password).

Previous Student ID (if any)

We provide the support on a first-come, first-served basis.


Note: We send a one-time password (OTP), which will work only the first time. After the
first login, the option for changing the password will appear automatically,
so reset the password yourself. Please be sincere by remembering or noting down
the password.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1834,Technical Support,"Hey, how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?",Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1835,Technical Support,"Hey, I forgot my BRACU G Suite email password. How can I reset it?","If you've forgotten your BRACU G Suite email password, go to the Google login page and click ""Forgot password."" Follow the instructions to reset your password. If you're unable to reset it, contact the BRACU IT support team to request a password reset.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1836,Technical Support,"Hey, is Connect the same system some older BRACU documents refer to as USIS?","Yes. USIS (University Student Information System) was the predecessor to the current Connect Student Lifecycle Management System; older policy documents and forms may still reference USIS pay slips or the USIS portal, which now corresponds to Connect.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,val,BRAC University Connect / historical USIS references
1837,Technical Support,"Hey, is their any additional cloud storage available in g-suite?","BRAC University introduced an additional 50 GB of cloud storage (separate from your regular Google Drive quota) starting May 2023, available through a Microsoft/Office 365 Education account tied to your official BRACU email. Rather than a fixed sign-up link (the sign-up flow generates a one-time, account-specific authentication session that can't be shared as a static URL), sign up by going to https://signup.microsoft.com/signup and entering your BRACU email address when prompted. For current step-by-step instructions or if you run into issues, contact the Student Helpdesk: https://bracu.atlassian.net/servicedesk/customer/portal/2",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",Yes,train,BRACU internal FAQ dataset
1838,Technical Support,"Hey, what does the BRAC University IT Systems Office manage?","The IT Systems Office manages the university's automation and technology infrastructure, including admissions systems, online payments, pre-advising systems, campus network and Wi-Fi, IP phone service, and the data centre connecting all campus buildings by fibre-optic cable.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1839,Technical Support,"Hey, why am I not receiving emails in my BRACU G Suite account?","If you’re not receiving emails, check your spam or junk folder first. Ensure your inbox is not full, and review your email filters or forwarding settings. If the issue persists, contact BRACU IT support to ensure there are no technical issues with your email account.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1840,Technical Support,"Hi, how do I connect to the Wi-Fi network at the Savar (RS) campus?","Search for the 'BRACU RS' Wi-Fi network, select it, choose 'Get Password', then enter your BRACU email address and submit. A password will be sent to your BRACU email, which you then use to log in to the network.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1841,Technical Support,"Hi, I forgot my BRACU G Suite email password. How can I reset it?","If you've forgotten your BRACU G Suite email password, go to the Google login page and click ""Forgot password."" Follow the instructions to reset your password. If you're unable to reset it, contact the BRACU IT support team to request a password reset.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1842,Technical Support,"Hi, is there a separate FAQ for faculty using the buX platform?","Yes, buX maintains separate FAQ and information sections for students and for faculty, covering platform usage relevant to each group's role.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University buX platform (bux.bracu.ac.bd/faq)
1843,Technical Support,"Hi, what happens if I forget my lab PC login password?","If you forget your lab PC login password, you won’t be able to access the university systems until it's reset. Contact the IT support team at itsupport@bracu.ac.bd or reach out to the lab assistant to reset your password.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1844,Technical Support,"Hi, what should I do if a lab PC is not working or is unresponsive?","If a lab PC is unresponsive or malfunctioning, inform the lab assistant immediately or contact IT support",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1845,Technical Support,"Hi, what should I do if my BRACU G Suite account is hacked or compromised?","If you suspect your BRACU G Suite account has been hacked, immediately change your password and review your account activity. Ensure two-factor authentication (2FA) is enabled. Contact IT support right away for further assistance in securing your account.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1846,Technical Support,"Hi, what was BRAC University's student system called before it became 'Connect'?","Before the current 'Connect' Student Lifecycle Management System, students used a system called USIS (University Student Information System) for functions like registration, pay slips, and academic records.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,BRAC University Payment Manual and USIS references (bracu.ac.bd historical documents)
1847,Technical Support,How can I contact technical support if I encounter issues with my university account?,Please email help@bracu.ac.bd about your issue.,Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1848,Technical Support,How can I set up two-factor authentication (2FA) for my BRACU G Suite email?,"To set up two-factor authentication (2FA) for your BRACU G Suite email, log into your Gmail account, go to Security settings, and select the 2FA option. Follow the prompts to set up 2FA, which may involve using your mobile device for verification. For help, contact IT support.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1849,Technical Support,How do I access my BRAC University G Suite email?,The G suite will be provided into the email connected to usis with a one time password. You need to reset the password.,Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1850,Technical Support,How do I change my BRACU G Suite email password?,"To change your BRACU G Suite email password, log into your Google account, navigate to Security settings, and select the option to change your password. Enter your current password and then set a new one.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,val,BRACU internal FAQ dataset
1851,Technical Support,How do I connect to the Wi-Fi network at the Savar (RS) campus?,"Search for the 'BRACU RS' Wi-Fi network, select it, choose 'Get Password', then enter your BRACU email address and submit. A password will be sent to your BRACU email, which you then use to log in to the network.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1852,Technical Support,How do I log in to the BRAC University lab PCs?,"To log in to the BRAC University lab PCs, use your university-provided credentials. Typically, your student ID is your username, and the default password is provided by the IT department during orientation.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1853,Technical Support,How do I log out of a BRAC University lab PC?,"To log out of a lab PC, click the Start Menu, select your profile icon, and click Sign Out.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1854,Technical Support,How do I raise a ticket or ask a question through the university's helpdesk portal?,Students can log in to the BRACU IT/service helpdesk portal at bracu.atlassian.net/servicedesk (or helpdesk.bracu.ac.bd) using their G-Suite/university Google account to raise and track support tickets.,Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1855,Technical Support,How do I reset my BRACU student portal password?,"To reset your BRACU student portal password, visit the portal login page and click on the ""Forgot Password"" link. Follow the prompts to reset your password by providing your student ID and registered email address",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1856,Technical Support,How to create/resest Lab Computer Login ID and Password?,"Lab Computer Login ID and Password (Create/ Reset Password)

Apply here to get computer login ID or reset a computer login password with the following information: https://bracu.atlassian.net/servicedesk/customer/portal/2/group/11/create/17

Full Name:

Student ID:

Department:

G Suite Email Address:

Contact Number:

Attachment for verification purposes:
 I) a scanned copy or photo of the current semester
 II) a scanned copy or photo of the Student ID card

Attachment for resetting the password:
I) an approved application (hard copy) by your DCO Sir/Mam (need to take the
signature/approval of him/her and then finally need to submit it to us as an attachment
to request to reset the password).

Previous Student ID (if any)

We provide the support on a first-come, first-served basis.


Note: We send a one-time password (OTP), which will work only the first time. After the
first login, the option for changing the password will appear automatically,
so reset the password yourself. Please be sincere by remembering or noting down
the password.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1857,Technical Support,How to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?,Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link,Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1858,Technical Support,How to get the Bracu WiFi?,"BRACU provides free access to Wi-Fi to students. To get this, a student must perform the following steps: https://drive.google.com/file/d/1_0UwdFZvw17enrYeiaBh7yHEEzjrxTGa/view?usp=drive_link",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1859,Technical Support,How to set up G-suite two step verification?,"G-Suite 2-Step Verification

With the increase in cyber threats, protecting your account with just a password is no longer sufficient. 2-Step Verification (2SV) significantly reduces the risk of unauthorized access to your account. As part of our ongoing commitment to enhancing the security of our systems and protecting your information, we are implementing 2-Step Verification (2SV) for all accounts. Please set up 2-Step Verification by May 30, 2024. After this date, 2SV will be mandatory for all users, and you may experience disruptions in accessing your account if it is not configured. 

It is recommended to review and update your account recovery options (recovery phone number and email) to ensure you can regain access to your account if needed.

 

Steps to Set Up 2-Step Verification:

1. Log in to Your Email Account:

2. Go to Security Settings:

Click on your profile picture or initial at the top right corner of the screen.

Select ""Manage your Google Account.""

In the left-hand navigation panel, click on ""Security.""

Or, visit https://myaccount.google.com/u/0/security?hl=en&pli=1

3. Enable 2-Step Verification:

Scroll down to the ""Signing in to Google"" section.

Click on ""2-Step Verification"" and then click on ""Get Started.""

4. Follow the in drive Instructions: 

You will be prompted to verify your password again.

Google will guide you through the setup process. You may need your mobile device to receive verification codes.

5. Complete the Setup:

Follow the prompts to complete the setup.

Google may ask you to add a backup phone number or generate backup codes in case you lose access to your primary method.

 Please see the attached file for your assistance. If you have any questions or require assistance, please let us know at ithelpdesk.bracu.ac.bd.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",Yes,train,BRACU internal FAQ dataset
1860,Technical Support,I forgot my BRACU G Suite email password. How can I reset it?,"If you've forgotten your BRACU G Suite email password, go to the Google login page and click ""Forgot password."" Follow the instructions to reset your password. If you're unable to reset it, contact the BRACU IT support team to request a password reset.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1861,Technical Support,I forgot my BRACU Wi-fi password. How can I reset it?,"Send email from your g-suite account to support@bracu.ac.bd and mention your id,name,department.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,val,BRACU internal FAQ dataset
1862,Technical Support,I looked around the site but couldn't find it — how do I raise a ticket or ask a question through the university's helpdesk portal?,Students can log in to the BRACU IT/service helpdesk portal at bracu.atlassian.net/servicedesk (or helpdesk.bracu.ac.bd) using their G-Suite/university Google account to raise and track support tickets.,Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1863,Technical Support,I looked around the site but couldn't find it — how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?,Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1864,Technical Support,I looked around the site but couldn't find it — I forgot my BRACU Wi-fi password. How can I reset it?,"Send email from your g-suite account to support@bracu.ac.bd and mention your id,name,department.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,val,BRACU internal FAQ dataset
1865,Technical Support,I looked around the site but couldn't find it — is buX designed to work for students with poor internet connectivity?,"Yes, one of buX's core design goals is to let students learn regardless of connectivity quality, including offline video viewing options, so students in areas with unreliable internet aren't left behind.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star)"
1866,Technical Support,I looked around the site but couldn't find it — is their any additional cloud storage available in g-suite?,"BRAC University introduced an additional 50 GB of cloud storage (separate from your regular Google Drive quota) starting May 2023, available through a Microsoft/Office 365 Education account tied to your official BRACU email. Rather than a fixed sign-up link (the sign-up flow generates a one-time, account-specific authentication session that can't be shared as a static URL), sign up by going to https://signup.microsoft.com/signup and entering your BRACU email address when prompted. For current step-by-step instructions or if you run into issues, contact the Student Helpdesk: https://bracu.atlassian.net/servicedesk/customer/portal/2",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",Yes,train,BRACU internal FAQ dataset
1867,Technical Support,I looked around the site but couldn't find it — what is buX and who is it for?,"BuX is BRAC University's official online course/learning platform, with separate FAQ and information sections for students and for faculty, covering how to use the platform for courses.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University buX platform (bux.bracu.ac.bd/faq)
1868,Technical Support,I looked around the site but couldn't find it — what is G Suite used for at BRAC University?,"G Suite provides every student and staff member with an official BRACU email account and associated Google productivity tools; it's the primary channel the university uses for official communication (advising notices, exam schedules, financial notices, etc.), so students are expected to check it regularly.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University resources/IT pages (bracu.ac.bd)
1869,Technical Support,"I wanted to ask, how do I access my BRAC University G Suite email?",The G suite will be provided into the email connected to usis with a one time password. You need to reset the password.,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1870,Technical Support,"I wanted to ask, how do I reset my BRACU student portal password?","To reset your BRACU student portal password, visit the portal login page and click on the ""Forgot Password"" link. Follow the prompts to reset your password by providing your student ID and registered email address",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1871,Technical Support,"I wanted to ask, what kind of content and features does buX provide for a course?","BuX hosts lecture videos, course documents, discussion boards, and interactive assignments, and allows students to attend online office hours - all course materials for buX-based courses are posted there by faculty.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star)"
1872,Technical Support,Is buX designed to work for students with poor internet connectivity?,"Yes, one of buX's core design goals is to let students learn regardless of connectivity quality, including offline video viewing options, so students in areas with unreliable internet aren't left behind.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star)"
1873,Technical Support,Is Connect the same system some older BRACU documents refer to as USIS?,"Yes. USIS (University Student Information System) was the predecessor to the current Connect Student Lifecycle Management System; older policy documents and forms may still reference USIS pay slips or the USIS portal, which now corresponds to Connect.",Original,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,val,BRAC University Connect / historical USIS references
1874,Technical Support,Is their any additional cloud storage available in g-suite?,"BRAC University introduced an additional 50 GB of cloud storage (separate from your regular Google Drive quota) starting May 2023, available through a Microsoft/Office 365 Education account tied to your official BRACU email. Rather than a fixed sign-up link (the sign-up flow generates a one-time, account-specific authentication session that can't be shared as a static URL), sign up by going to https://signup.microsoft.com/signup and entering your BRACU email address when prompted. For current step-by-step instructions or if you run into issues, contact the Student Helpdesk: https://bracu.atlassian.net/servicedesk/customer/portal/2",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",Yes,train,BRACU internal FAQ dataset
1875,Technical Support,Is there a separate FAQ for faculty using the buX platform?,"Yes, buX maintains separate FAQ and information sections for students and for faculty, covering platform usage relevant to each group's role.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University buX platform (bux.bracu.ac.bd/faq)
1876,Technical Support,"Just wondering, what was BRAC University's student system called before it became 'Connect'?","Before the current 'Connect' Student Lifecycle Management System, students used a system called USIS (University Student Information System) for functions like registration, pay slips, and academic records.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,BRAC University Payment Manual and USIS references (bracu.ac.bd historical documents)
1877,Technical Support,"Kind of urgent, but how can I contact technical support if I encounter issues with my university account?",Please email help@bracu.ac.bd about your issue.,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1878,Technical Support,"Kind of urgent, but how do I log in to the BRAC University lab PCs?","To log in to the BRAC University lab PCs, use your university-provided credentials. Typically, your student ID is your username, and the default password is provided by the IT department during orientation.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1879,Technical Support,"Kind of urgent, but what does the BRAC University IT Systems Office manage?","The IT Systems Office manages the university's automation and technology infrastructure, including admissions systems, online payments, pre-advising systems, campus network and Wi-Fi, IP phone service, and the data centre connecting all campus buildings by fibre-optic cable.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1880,Technical Support,"Kind of urgent, but what is buX and who is it for?","BuX is BRAC University's official online course/learning platform, with separate FAQ and information sections for students and for faculty, covering how to use the platform for courses.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University buX platform (bux.bracu.ac.bd/faq)
1881,Technical Support,"Kind of urgent, but what should I do if I can’t log in to a lab PC?","If you've changed your password and can’t remember it, contact IT support at itsupport@bracu.ac.bd.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
1882,Technical Support,"New student here, how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?",Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1883,Technical Support,"New student here, how to get the Bracu WiFi?","BRACU provides free access to Wi-Fi to students. To get this, a student must perform the following steps: https://drive.google.com/file/d/1_0UwdFZvw17enrYeiaBh7yHEEzjrxTGa/view?usp=drive_link",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1884,Technical Support,"New student here, I forgot my BRACU Wi-fi password. How can I reset it?","Send email from your g-suite account to support@bracu.ac.bd and mention your id,name,department.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,val,BRACU internal FAQ dataset
1885,Technical Support,"New student here, is Connect the same system some older BRACU documents refer to as USIS?","Yes. USIS (University Student Information System) was the predecessor to the current Connect Student Lifecycle Management System; older policy documents and forms may still reference USIS pay slips or the USIS portal, which now corresponds to Connect.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,val,BRAC University Connect / historical USIS references
1886,Technical Support,"New student here, is their any additional cloud storage available in g-suite?","BRAC University introduced an additional 50 GB of cloud storage (separate from your regular Google Drive quota) starting May 2023, available through a Microsoft/Office 365 Education account tied to your official BRACU email. Rather than a fixed sign-up link (the sign-up flow generates a one-time, account-specific authentication session that can't be shared as a static URL), sign up by going to https://signup.microsoft.com/signup and entering your BRACU email address when prompted. For current step-by-step instructions or if you run into issues, contact the Student Helpdesk: https://bracu.atlassian.net/servicedesk/customer/portal/2",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",Yes,train,BRACU internal FAQ dataset
1887,Technical Support,"New student here, what is G Suite used for at BRAC University?","G Suite provides every student and staff member with an official BRACU email account and associated Google productivity tools; it's the primary channel the university uses for official communication (advising notices, exam schedules, financial notices, etc.), so students are expected to check it regularly.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University resources/IT pages (bracu.ac.bd)
1888,Technical Support,"New student here, what is Moodle/Courseware used for at BRAC University?","BRAC University has historically used a Moodle-based courseware system (alongside the newer buX platform) as an online space for course materials, assignments and communication between faculty and students for specific courses.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,val,BRAC University resources/IT pages (bracu.ac.bd)
1889,Technical Support,"New student here, what platform is buX built on, and when was it launched?","BuX is BRAC University's online learning platform, built on the same open-source platform originally developed by MIT and Harvard (Open edX). It was launched in 2020 in response to the shift to online learning during the COVID-19 pandemic.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star)"
1890,Technical Support,"New student here, what should I do if I'm unable to access my BRACU email?","If you cannot access your BRACU email, ensure you’re using the correct credentials. If you’ve forgotten your password, use the password recovery option on the login page. If this doesn’t work, reach out to IT support",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1891,Technical Support,No idea if this is written down anywhere — how do I access my BRAC University G Suite email?,The G suite will be provided into the email connected to usis with a one time password. You need to reset the password.,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1892,Technical Support,No idea if this is written down anywhere — how do I connect to the Wi-Fi network at the Savar (RS) campus?,"Search for the 'BRACU RS' Wi-Fi network, select it, choose 'Get Password', then enter your BRACU email address and submit. A password will be sent to your BRACU email, which you then use to log in to the network.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1893,Technical Support,No idea if this is written down anywhere — how do I raise a ticket or ask a question through the university's helpdesk portal?,Students can log in to the BRACU IT/service helpdesk portal at bracu.atlassian.net/servicedesk (or helpdesk.bracu.ac.bd) using their G-Suite/university Google account to raise and track support tickets.,Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1894,Technical Support,No idea if this is written down anywhere — how to set up G-suite two step verification?,"G-Suite 2-Step Verification

With the increase in cyber threats, protecting your account with just a password is no longer sufficient. 2-Step Verification (2SV) significantly reduces the risk of unauthorized access to your account. As part of our ongoing commitment to enhancing the security of our systems and protecting your information, we are implementing 2-Step Verification (2SV) for all accounts. Please set up 2-Step Verification by May 30, 2024. After this date, 2SV will be mandatory for all users, and you may experience disruptions in accessing your account if it is not configured. 

It is recommended to review and update your account recovery options (recovery phone number and email) to ensure you can regain access to your account if needed.

 

Steps to Set Up 2-Step Verification:

1. Log in to Your Email Account:

2. Go to Security Settings:

Click on your profile picture or initial at the top right corner of the screen.

Select ""Manage your Google Account.""

In the left-hand navigation panel, click on ""Security.""

Or, visit https://myaccount.google.com/u/0/security?hl=en&pli=1

3. Enable 2-Step Verification:

Scroll down to the ""Signing in to Google"" section.

Click on ""2-Step Verification"" and then click on ""Get Started.""

4. Follow the in drive Instructions: 

You will be prompted to verify your password again.

Google will guide you through the setup process. You may need your mobile device to receive verification codes.

5. Complete the Setup:

Follow the prompts to complete the setup.

Google may ask you to add a backup phone number or generate backup codes in case you lose access to your primary method.

 Please see the attached file for your assistance. If you have any questions or require assistance, please let us know at ithelpdesk.bracu.ac.bd.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",Yes,train,BRACU internal FAQ dataset
1895,Technical Support,No idea if this is written down anywhere — I forgot my BRACU Wi-fi password. How can I reset it?,"Send email from your g-suite account to support@bracu.ac.bd and mention your id,name,department.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,val,BRACU internal FAQ dataset
1896,Technical Support,"Not sure if this is covered elsewhere, but does BRAC University have its own mobile app?","Yes, BRAC University offers a 'BRACU Mobile' app, listed among its official IT/technology resources alongside services like G Suite and the buX learning platform.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University resources/IT pages (bracu.ac.bd)
1897,Technical Support,"Not sure if this is covered elsewhere, but how can I set up two-factor authentication (2FA) for my BRACU G Suite email?","To set up two-factor authentication (2FA) for your BRACU G Suite email, log into your Gmail account, go to Security settings, and select the 2FA option. Follow the prompts to set up 2FA, which may involve using your mobile device for verification. For help, contact IT support.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1898,Technical Support,"Not sure if this is covered elsewhere, but how do I log in to the BRAC University lab PCs?","To log in to the BRAC University lab PCs, use your university-provided credentials. Typically, your student ID is your username, and the default password is provided by the IT department during orientation.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1899,Technical Support,"Not sure if this is covered elsewhere, but what is buX and who is it for?","BuX is BRAC University's official online course/learning platform, with separate FAQ and information sections for students and for faculty, covering how to use the platform for courses.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University buX platform (bux.bracu.ac.bd/faq)
1900,Technical Support,"Not sure if this is covered elsewhere, but what kind of content and features does buX provide for a course?","BuX hosts lecture videos, course documents, discussion boards, and interactive assignments, and allows students to attend online office hours - all course materials for buX-based courses are posted there by faculty.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star)"
1901,Technical Support,"Not sure if this is covered elsewhere, but what should I do if a lab PC is not working or is unresponsive?","If a lab PC is unresponsive or malfunctioning, inform the lab assistant immediately or contact IT support",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
