,Question,Answer,Source
1590,BRAC e official academic transcript-e Minor degree title separate printed mention thake?,"Yes, successfully completed minor programs are formally printed on the official academic transcript alongside the major degree.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1591,BRAC e grade re-scrutiny panel review committee meeting result koto dine publish hoy?,Re-scrutiny outcomes are published by the Controller of Examinations office within 2 to 3 weeks of the application deadline.,https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1592,BRAC e unfair means disciplinary hearing-e student self-defense statement represent korte pare?,"Yes, students summoned before the Proctorial Disciplinary Board are given full opportunity to present written and verbal self-defense.",https://www.bracu.ac.bd/academics/offices/office-proctor
1593,BRAC e final exam eligibility-r jonno minimum class attendance percentage rule koto?,Students are generally required to maintain a minimum of 80% class attendance to sit for semester final examinations.,https://www.bracu.ac.bd/academics/policies-and-procedures
1594,BRAC e course prerequisite waiver form approval authority ke?,"Prerequisite waiver applications must be approved by the Course Instructor, Academic Advisor, and Department Chairperson.",https://www.bracu.ac.bd/academics/academic-advising
1595,BRAC e transcript sealed envelope security stamp authentication Registrar's Office apply kore?,"Yes, official transcripts sent to foreign universities are enclosed in university envelopes stamped and sealed across the flap.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1596,BRAC e transfer student-der merit scholarship eligibility review kora hoy?,Transfer students are evaluated for merit scholarships after completing a minimum required number of credit hours at BRAC University.,https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1597,BRAC e need-based financial aid apply korle family tax return document submit kora compulsory?,"Yes, applicants must provide verified family income statements, tax returns, or bank statements during financial aid assessment.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1598,BRAC e fee installment payment second installment deadline miss korle penalty charge hoy?,"Yes, missing agreed installment payment dates incurs standard late payment penalty charges on the student ledger.",https://www.bracu.ac.bd/admissions/tuition-and-fees
1599,BRAC e BRAC University Alumni children-der tuition fee waiver benefit ache?,Special tuition fee concessions are available for children of BRACU graduates under designated institutional aid policies.,https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1600,BRAC e sports category scholarship physical fitness and trial evaluation performance-e depend kore?,"Yes, sports talent scholarships require clearing physical fitness trials and verification of national/regional sports achievements.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1601,BRAC e sibling discount valid thake jodi ekjon sibling Leave of Absence-e thake?,"No, both siblings must be concurrently registered and active in the same term to qualify for the sibling fee waiver.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1602,BRAC e financial aid continuation CGPA review prottek term end-e hoy?,"Yes, the Financial Aid Office reviews cumulative GPA at the end of every semester to determine aid renewal or suspension.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1603,BRAC e bank deposit slip transaction ID mismatch hole Accounts Office verification time koto?,Resolving manual deposit slip payment mismatches typically takes 1 to 2 working days after presenting physical receipts.,https://connect.bracu.ac.bd
1604,BRAC e online gateway payment failure transaction refund account-e koto dine ase?,Failed digital gateway transactions are automatically reversed by the respective bank or MFS provider within 3 to 7 business days.,https://connect.bracu.ac.bd
1605,BRAC e freedom fighter quota scholarship renewal document submission yearly mandatory?,"Yes, Muktijoddha quota recipients must submit annual verification updates to maintain full tuition fee waiver status.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1606,BRAC e emergency financial hardship grant application Student Welfare Committee review kore?,"Yes, sudden financial crises due to family emergencies are reviewed case-by-case by the Financial Aid and Welfare Committee.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1607,BRAC e non-degree audit student per credit tuition fee rate koto?,Audit students pay standard per-credit tuition fees for attending classes without earning academic degree credits.,https://www.bracu.ac.bd/admissions/tuition-and-fees
1608,BRAC e convocation clearance fee online card payment-e complete kora jay?,"Yes, graduating students can clear convocation registration fees through online banking or credit card gateways.",https://www.bracu.ac.bd/academics/convocation
1609,BRAC e late registration fine waiver appeal grounds valid justification check kora hoy?,Waivers are granted only if registration delays were caused by official university system holds or documented medical hospitalization.,https://www.bracu.ac.bd/admissions/tuition-and-fees
1610,BRAC e course drop korle advance fee next semester ledger-e adjust hoy?,"Yes, tuition fees for courses dropped within the official refund window are credited to the student's account ledger for future terms.",https://connect.bracu.ac.bd
1611,BRAC e CSE Robotics Lab soldering station fume extractor ventilation safe use rules ki?,Students using soldering irons must operate overhead fume extractors and wear safety goggles to prevent chemical exposure.,https://www.bracu.ac.bd/academics/departments/cse
1612,BRAC e EEE Power Systems Lab high-voltage testing area rubber insulation matting enforced?,"Yes, thick non-conductive rubber matting and emergency stop buttons are mandatory safety installations in the high-voltage lab.",https://www.bracu.ac.bd/academics/departments/eee
1613,BRAC e Pharmacy Lab organic chemical waste disposal separate glass bottles-e collect kora hoy?,"Yes, halogenated and non-halogenated solvent wastes are segregated into labeled biohazard containment bottles.",https://www.bracu.ac.bd/academics/departments/pharmacy
1614,BRAC e Architecture Studio drafting tables work session end-e clean eknong clear rakha compulsory?,"Yes, students are required to clear drafting boards, cutting mats, and trash before exiting design studios.",https://www.bracu.ac.bd/academics/departments/architecture
1615,BRAC e Biotechnology Lab autoclave sterilization operating temperature 121°C follow kora hoy?,"Yes, culture media and glassware are autoclaved at standard 121°C at 15 psi pressure to maintain sterile bio-safety conditions.",https://www.bracu.ac.bd/academics/schools-and-departments/school-life-sciences
1616,BRAC e Civil Engineering Structures Lab Universal Testing Machine (UTM) operation faculty guided?,"Yes, tensile and compression testing on UTM equipment must be conducted under the direct supervision of lab engineers.",https://www.bracu.ac.bd/academics/departments/civil-engineering
1617,BRAC e Mechanical Engineering CAD/CAM Lab 3D printing PLA filament requisition process ki?,Students submit project CAD files along with material requisition forms to lab technicians to queue 3D printing jobs.,https://www.bracu.ac.bd/academics/departments/mechanical-engineering
1618,BRAC e MNS Chemistry Lab acid spill kit ar eyewash station location highlighted?,"Yes, wall-mounted eyewash stations and chemical neutralization spill kits are clearly marked near lab entrances.",https://www.bracu.ac.bd/academics/departments/mns
1619,BRAC e Law School Moot Court room court attire ar decorum guidelines strictly enforced?,"Yes, law students participating in moot sessions must wear formal black advocate attire and observe judicial decorum.",https://www.bracu.ac.bd/academics/institutes-schools/school-law
1620,BRAC e Business School Financial Trading Lab Bloomberg Terminal user slot reservation system ki?,Finance majors reserve 1-hour Bloomberg terminal slots via the BBS lab booking register for market data research.,https://www.bracu.ac.bd/academics/institutes-schools/brac-business-school
1621,BRAC e JPGSPH Field Research survey handheld GPS tracker devices check-out register log hoy?,"Yes, public health field researchers sign out GPS devices, data tablets, and survey kits from the project logistics desk.",https://jpgsph.bracu.ac.bd
1622,BRAC e BIGD Governance Lab digital survey tablet security protocol maintain kore?,"Yes, encrypted mobile survey tablets used in field surveys are managed under strict data privacy protocols.",https://bigd.bracu.ac.bd
1623,BRAC e C3ER Climate Lab high-resolution satellite imagery GIS workstation support kore?,"Yes, C3ER operates high-performance GIS workstations for analyzing satellite remote sensing data and climate models.",https://www.bracu.ac.bd/research/institutes-and-centers/c3er
1624,BRAC e CPJ Human Rights Legal Clinic case documentation confidential archive-e store hoy?,"Yes, client case files and legal aid records are securely archived to maintain lawyer-client privilege.",https://cpj.bracu.ac.bd
1625,BRAC e Fab Lab CNC router wood cutting machine safety goggles compulsory?,"Yes, protective safety glasses, dust masks, and ear defenders are mandatory when operating CNC routers.",https://www.bracu.ac.bd/research
1626,BRAC Badda permanent campus rainwater harvesting tank water filtration capacity koto?,The campus features large underground rainwater storage reservoirs integrated with advanced filtration for greywater recycling.,https://www.bracu.ac.bd/about/campus-development
1627,BRAC Badda permanent campus rooftop solar photovoltaic panel power generation support kore?,"Yes, rooftop solar PV installations generate renewable solar electricity feeding into the campus power grid.",https://www.bracu.ac.bd/about/campus-development
1628,BRAC campus Medical Center patient emergency transfer partner hospital network linked?,"Yes, the medical center maintains direct referral protocols with nearby tertiary hospitals for emergency trauma care.",https://www.bracu.ac.bd/student-life/medical-center
1629,BRAC campus CPSO (Counseling Office) confidential support group sessions conduct kore?,"Yes, professional counselors lead group therapy sessions on mindfulness, peer support, and stress management.",https://www.bracu.ac.bd/student-life/counseling-and-psychosocial-support-office
1630,BRAC campus multi-faith prayer room ablution (Wudu) facility regularly sanitized?,"Yes, dedicated prayer spaces and ablution areas undergo routine hygiene cleaning and sanitization multiple times daily.",https://www.bracu.ac.bd/student-life/facilities
1631,BRAC campus gymnasium student locker rental ar footwear rules enforced?,Gym users must bring clean indoor training shoes and register for temporary locker usage at the fitness desk.,https://www.bracu.ac.bd/student-life
1632,BRAC campus cafeteria food quality inspection team weekly audit conduct kore?,"Yes, university food safety inspectors routinely test food quality, oil freshness, and kitchen hygiene across food stalls.",https://www.bracu.ac.bd/student-life/facilities
1633,BRAC campus universal accessibility express elevators wheelchair users-der priority dey?,"Yes, designated accessible elevators feature braille buttons, audio announcements, and priority access for differently-abled students.",https://www.bracu.ac.bd/student-life/facilities
1634,BRAC campus fire suppression sprinkler system automatic smoke detector routine test hoy?,"Yes, campus safety teams conduct scheduled off-hour testing of smoke detectors, fire alarms, and sprinkler pressure valves.",https://www.bracu.ac.bd/academics/offices/office-proctor
1635,BRAC campus security desk lost electronic gadget claim korle serial number verify kore?,"Yes, students claiming misplaced laptops or phones must prove ownership via device serial numbers or security passwords.",https://www.bracu.ac.bd/academics/offices/office-proctor
1636,BRAC campus express shuttle bus service GPS tracking system mobile app-e view kora jay?,Shuttle bus routes and live arrival schedules are updated on the student services portal and campus transport notices.,https://www.bracu.ac.bd/student-life/facilities
1637,BRAC campus green initiative paperless administrative documentation promote kore?,"Yes, official petitions, advising forms, and clearance processes are digitized to reduce campus paper usage.",https://www.bracu.ac.bd/about/campus-development
1638,BRAC campus emergency evacuation assembly point ground level space-e marked?,"Yes, emergency assembly zones are clearly demarcated in the open plaza and ground level courtyards.",https://www.bracu.ac.bd/academics/offices/office-proctor
1639,BRAC campus female restrooms sanitary hygiene products automated dispenser stocked?,"Yes, dispenser units in female restrooms are restocked daily by campus housekeeping services.",https://www.bracu.ac.bd/student-life/facilities
1640,BRAC campus multi-bank ATM booth local ar international card cash withdrawal support kore?,"Yes, on-campus ATM booths support major local banking networks as well as Visa and Mastercard withdrawals.",https://www.bracu.ac.bd/student-life/facilities
1641,BRAC OCSAR 1-on-1 mock HR interview feedback report candidate-er email-e send kore?,"Yes, career advisors provide written evaluation reports highlighting communication skills and resume improvements after mock interviews.",https://www.bracu.ac.bd/ocsar
1642,BRAC Robotics Club (ROBU) line follower robot component requisition process approve ke kore?,Hardware requisitions for robotics projects are reviewed and approved by the ROBU lab manager and club advisor.,https://www.bracu.ac.bd/clubs
1643,BRAC Debate Club (BUDC) British Parliamentary debate speaker score tracking system maintain kore?,"Yes, BUDC tracks member speaker points and tournament performances to select national and international debate contingents.",https://www.bracu.ac.bd/clubs
1644,BRAC Computer Club (BUCC) hackathon code submission plagiarism screening tools run kore?,"Yes, automated code similarity detection tools inspect all hackathon project repositories prior to final judging.",https://www.bracu.ac.bd/clubs
1645,BRAC Business Club (BIZBEE) case competition teams-der corporate mentor assign kore?,"Yes, finalist teams in major business competitions are paired with corporate alumni mentors for presentation coaching.",https://www.bracu.ac.bd/clubs
1646,BRAC Social Welfare Club (MONON) voluntary blood donor registry database confidential maintain kore?,"Yes, MONON maintains a secure emergency blood donor database connecting student donors with patients in medical need.",https://www.bracu.ac.bd/clubs
1647,BRAC Film Club (BUFC) annual short film festival video format submission guidelines publish kore?,"Yes, BUFC releases official submission criteria specifying resolution, aspect ratio, and subtitle requirements for film entries.",https://www.bracu.ac.bd/clubs
1648,BRAC Adventure Club mountain trekking trip-e medical fitness certificate mandatory?,"Yes, participants joining high-altitude trekking excursions must submit a medical clearance certificate from a certified physician.",https://www.bracu.ac.bd/clubs
1649,BRAC Alumni Association global chapter networking event online-e stream kore?,"Yes, international alumni chapters host hybrid networking meetups connecting alumni in North America, Europe, and Asia.",https://alumni.bracu.ac.bd
1650,BRAC Office of Student Affairs (OSA) annual club performance evaluation award confer kore?,"Yes, OSA evaluates student clubs annually and awards honors for Outstanding Club, Best Cultural Event, and Social Impact.",https://www.bracu.ac.bd/student-life/office-student-affairs
1651,BRAC e Connect portal-e student-der overall CGPA trend graph visualizer available?,"Yes, students can view their semester-by-semester CGPA progression chart on the Connect academic dashboard.",https://connect.bracu.ac.bd
1652,BRAC e Connect portal-e exam clash report submit korle acknowledgment ticket mail-e ase?,"Yes, an automated confirmation email with a tracking ID is sent to the student's institutional g.bracu.ac.bd email.",https://connect.bracu.ac.bd
1653,BRAC e LMS / Connect portal-e instructor course syllabus PDF document download kora jay?,"Yes, course outlines, grading rubrics, and lecture syllabi are downloadable from the course module section on LMS/Connect.",https://connect.bracu.ac.bd
1654,BRAC campus Wi-Fi connectivity bandwidth speed limit per student account koto?,"High-speed campus Wi-Fi allocation is managed dynamically to support seamless academic research, online lectures, and web browsing.",https://buconnect.bracu.ac.bd
1655,BRAC e student institutional email address-e spam filtering system active thake?,"Yes, Google Workspace enterprise security filters incoming emails to protect student accounts from phishing and spam threats.",https://buconnect.bracu.ac.bd
1656,BRAC e Connect portal-e advising time slot notification SMS alert receive kora jay?,Urgent advising announcements and time window reminders are broadcasted via SMS and official university emails.,https://connect.bracu.ac.bd
1657,BRAC e Ayesha Abed Library electronic thesis repository DSpace public domain-e accessible?,Selected open-access research papers and approved thesis abstracts are accessible to public researchers via the DSpace digital archive.,https://dspace.bracu.ac.bd
1658,BRAC e Connect portal-e prerequisite waiver application progress track kora jay?,"Yes, real-time approval status from advisor and department chair can be tracked on the student advising panel.",https://connect.bracu.ac.bd
1659,BRAC e student portal login account lock failure threshold koto times wrong password try-e hoy?,Accounts are temporarily locked after 5 consecutive incorrect password attempts to prevent unauthorized brute-force access.,https://buconnect.bracu.ac.bd
1660,BRAC e Connect portal-e course pre-registration list export/print kora allowed?,"Yes, students can download or print a draft copy of their selected pre-registration schedule for reference.",https://connect.bracu.ac.bd
1661,BRAC campus smart ID card tap loss detect hole instantly block kora procedure ki?,Students can report a lost smart card immediately at the Security Office or IT Helpdesk to disable RFID access.,https://www.bracu.ac.bd/academics/offices/office-proctor
1662,BRAC e g.bracu.ac.bd email account storage quota exceed korle storage extension request kora jay?,Thesis researchers and final year students needing extra storage for heavy datasets can apply to the IT Department for temporary quota extension.,https://buconnect.bracu.ac.bd
1663,BRAC e Connect portal-e exam seat plan seat number view kora jay exam day-e?,"Yes, detailed seating charts specifying room number and seat placement are updated live on the portal prior to exams.",https://connect.bracu.ac.bd
1664,BRAC e library OPAC catalog portal-e borrowed book hold reserve kora jay?,"Yes, students can reserve checked-out library books online through the OPAC portal to borrow them upon return.",https://library.bracu.ac.bd
1665,BRAC e online advising session technical glich face korle helpdesk helpline active thake?,"Yes, dedicated IT and Registrar support helplines are active during official advising hours to resolve portal glitches.",https://connect.bracu.ac.bd
1666,BRAC Savar Residential Campus (TARC)-e student dorm rooms-e air conditioning (AC) facility ache?,Residential dormitories feature natural ventilation and climate-conscious eco-architectural design with ceiling fans.,https://www.bracu.ac.bd/academics/residential-campus
1667,BRAC Savar Residential Campus-e student sick bay / isolation ward facility active ache?,"Yes, a separate isolation ward with 24/7 nursing care is maintained at the TARC Medical Center for contagious illnesses.",https://www.bracu.ac.bd/academics/residential-campus
1668,BRAC Savar Residential Campus-e compulsory morning physical exercise / PT session time fixed?,"Yes, mandatory morning wellness activities and physical conditioning sessions are scheduled early morning for all resident students.",https://www.bracu.ac.bd/academics/residential-campus
1669,BRAC Savar Residential Campus-e student computer lab workstation count koto?,The computer laboratory at TARC houses dozens of internet-connected desktop PCs for student coursework and research.,https://www.bracu.ac.bd/academics/residential-campus
1670,BRAC Savar Residential Campus dining hall menu hygiene safety audit kobe hoy?,Food safety supervisors and residential wardens perform daily quality checks on raw ingredients and cooked meals.,https://www.bracu.ac.bd/academics/residential-campus
1671,BRAC Savar Residential Campus-e student laundry service dry cleaning facility include kore?,Standard laundry covers regular washing and ironing; specialized dry cleaning is handled separately under specific hostel guidelines.,https://www.bracu.ac.bd/academics/residential-campus
1672,BRAC Savar Residential Campus-e inter-dorm debate competition annual event-e hoy?,"Yes, inter-house debate tournaments are held regularly as part of the Residential Semester co-curricular calendar.",https://www.bracu.ac.bd/academics/residential-campus
1673,BRAC Savar Residential Campus-e student dorm visitors common lounge hour timing ki?,Approved visitors and family members are received in designated guest parlors during weekend visiting hours only.,https://www.bracu.ac.bd/academics/residential-campus
1674,BRAC Savar Residential Campus-e Ethics course community survey field report evaluate kora hoy?,"Yes, students submit field survey reports and project presentations evaluating local community development initiatives.",https://www.bracu.ac.bd/academics/residential-campus
1675,BRAC Savar Residential Campus-e outdoor sports ground night illumination floodlights control system active?,"Yes, high-intensity floodlights power outdoor evening football and cricket matches during permitted sports hours.",https://www.bracu.ac.bd/academics/residential-campus
1676,BRAC Savar Residential Campus-e emergency evacuation drill frequency koto?,Fire safety and emergency evacuation drills are conducted at least once every residential term.,https://www.bracu.ac.bd/academics/residential-campus
1677,BRAC Savar Residential Campus-e student room electrical safety inspection routine check hoy?,Hostel staff inspect rooms periodically to prevent unauthorized electrical modifications or high-power appliance usage.,https://www.bracu.ac.bd/academics/residential-campus
1678,BRAC Savar Residential Campus-e resident student-der emergency exit gate key security custody-te thake?,Emergency exit doors remain monitored under 24/7 security custody for instant unlatching during emergencies.,https://www.bracu.ac.bd/academics/residential-campus
1679,BRAC Savar Residential Campus organic farming harvest produce dining hall-e serve kora hoy?,"Yes, fresh vegetables harvested from campus organic farming projects are incorporated into residential mess meals.",https://www.bracu.ac.bd/academics/residential-campus
1680,BRAC Savar Residential Campus-e student leadership council dorm warden liaison-er kaj kore?,"Yes, elected student dorm representatives meet with wardens weekly to address residence hall facilities and welfare issues.",https://www.bracu.ac.bd/academics/residential-campus
1681,BRAC e dual major degree student-der single diploma certificate print hoy naki separate?,Dual major graduates receive a consolidated degree diploma explicitly listing both major concentrations upon completion.,https://www.bracu.ac.bd/academics/offices/office-registrar
1682,BRAC e probation student CGPA 2.00-er upore gele probation status clearance auto-update hoy?,"Yes, once the cumulative GPA reaches 2.00 or higher at term end, the academic probation flag is automatically cleared.",https://www.bracu.ac.bd/academics/policies-and-procedures
1683,BRAC e student transcript re-evaluation fee grade change hole auto-refund hoy?,"Yes, if grade re-scrutiny results in an official grade change, the re-scrutiny application fee is refunded to the student ledger.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1684,BRAC e Leave of Absence apply korar maximum continuous allowed limit koto semester?,Students can formally apply for a Leave of Absence for up to two consecutive terms with Registrar approval.,https://www.bracu.ac.bd/academics/offices/office-registrar
1685,BRAC e course credit overload application Form Department Chair sign korate hoy?,"Yes, registering beyond regular credit limits requires written authorization from the Department Chairperson and Academic Advising.",https://www.bracu.ac.bd/academics/academic-advising
1686,BRAC e midterm makeup exam miss korle second chance test allow kora hoy?,"No, makeup examinations are granted only once per course per term for valid, verified emergency grounds.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1687,BRAC e official transcript foreign evaluation service WES directly electronic transmit hoy?,"Yes, the Controller of Examinations securely transmits digital transcripts directly through official credential service portals.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1688,BRAC e Registrar Office official Medium of Instruction (MOI) Certificate charge standard format-e issue kore?,"Yes, official MOI certificates attesting that English is the medium of instruction are issued upon application.",https://www.bracu.ac.bd/academics/offices/office-registrar
1689,BRAC e student name correction SSC certificate basis-e Registrar Office update kore?,"Yes, student names must strictly match official board certificates (SSC/HSC or Passport) in university records.",https://www.bracu.ac.bd/academics/offices/office-registrar
1690,BRAC e final exam clash 3 exams 1 day-e pore gele Controller Office reschedule alternative exam organize kore?,"Yes, students reporting three final exams on a single calendar date receive an adjusted exam timetable from the Controller.",https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1691,BRAC e course prerequisite fail korle subsequent course automatically drop hoy?,"Yes, failing a prerequisite course invalidates enrollment in advanced courses, prompting automatic system drop on Connect.",https://www.bracu.ac.bd/academics/policies-and-procedures
1692,BRAC e official degree certificate duplicate copy lose hole police GD report copy compulsory?,"Yes, issuing a duplicate original diploma requires a formal Police GD report copy and a newspaper publication advertisement.",https://www.bracu.ac.bd/academics/offices/office-registrar
1693,BRAC e Vice Chancellor's Honor List minimum semester GPA benchmark koto?,Students achieving a term GPA of 3.90 to 4.00 with full credit load qualify for the VC's Honor List distinction.,https://www.bracu.ac.bd/academics/policies-and-procedures
1694,BRAC e Dean's Honor List minimum semester GPA range koto?,Students maintaining a term GPA between 3.75 and 3.89 with standard credit load earn Dean's List academic recognition.,https://www.bracu.ac.bd/academics/policies-and-procedures
1695,BRAC e course retake korle old grade transcript-e visible thake?,"Yes, previous grades remain printed on the transcript, but only the higher/retake grade is calculated into CGPA.",https://www.bracu.ac.bd/academics/policies-and-procedures
1696,BRAC e tuition fee installment payment scheme requesting deadline semester start-er age?,"Yes, installment requests must be submitted to the Accounts/Financial Aid Office prior to the published tuition deadline.",https://www.bracu.ac.bd/admissions/tuition-and-fees
1697,BRAC e sibling tuition fee waiver second sibling-er fee percentage discount rate koto?,Eligible siblings studying simultaneously receive a designated tuition fee waiver (typically 50%) on the second sibling's tuition.,https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1698,BRAC e merit scholarship renewal criterion term GPA 3.70/3.80 requirement strict?,"Yes, scholarship recipients must consistently satisfy term GPA thresholds to retain fee waivers across semesters.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1699,BRAC e late registration penalty fee Accounts Office ledger-e automatically add hoy?,"Yes, unpaid fee balances past the official deadline incur automated late registration charges on the student ledger.",https://www.bracu.ac.bd/admissions/tuition-and-fees
1700,BRAC e mobile banking bKash / Nagad payment verification auto-reconcile System time koto?,Digital payments via integrated merchant gateways reconcile and update on the Connect portal within minutes to 24 hours.,https://connect.bracu.ac.bd
1701,BRAC e Freedom Fighter Quota scholarship full 100% tuition waiver cover kore?,"Yes, verified children of freedom fighters receive a 100% tuition fee waiver under government allocation rules.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1702,BRAC e physical bank deposit slip collection copy Accounts Desk-e drop kora lage digital payment failing-e?,"If digital payments fail, students must submit the physical bank deposit receipt copy to Accounts for manual ledger posting.",https://www.bracu.ac.bd/admissions/tuition-and-fees
1703,BRAC e financial hardship emergency grant assessment board meeting decision declare kore?,"Yes, the Financial Aid Committee reviews emergency hardship applications case-by-case and notifies selected applicants.",https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1704,BRAC e international student admission acceptance fee USD-e pay kora mandatory?,International applicants can remit acceptance fees in USD via wire transfer or equivalent BDT through designated university accounts.,https://www.bracu.ac.bd/international-office
1705,BRAC e tuition fee refund schedule course drop timing-er sathe change hoy?,"Refund percentages decrease progressively depending on whether course drops occur before classes start, week 1, or week 2.",https://www.bracu.ac.bd/admissions/tuition-and-fees
1706,BRAC e student ID replacement RFID re-issuance fee Accounts Desk-e pay kora lage?,"Yes, lost smart ID card replacement fees must be paid at Accounts before the Registrar prints a new card.",https://www.bracu.ac.bd/admissions/tuition-and-fees
1707,BRAC e Convocation fee clearance certificate Registrar Office-e submit korte hoy?,"Yes, graduating students clear convocation fees with Accounts to receive gown distribution passes and provisional clearance.",https://www.bracu.ac.bd/academics/convocation
1708,BRAC e non-credit foundation course tuition fee regular credit rate-e calculate hoy?,Non-credit foundation courses carry specific fixed course fees or credit equivalent tuition rates as outlined in the fee schedule.,https://www.bracu.ac.bd/admissions/tuition-and-fees
1709,BRAC e physically challenged students financial aid concession percentage performance depend kore?,Special needs financial support combines disability quota provisions with minimum academic performance maintenance.,https://www.bracu.ac.bd/admissions/scholarships-financial-aid
1710,BRAC e student activity fee termwise registration bill-e automatically included?,"Yes, student activity, library, and IT service fees are standard termwise components of the registration bill.",https://www.bracu.ac.bd/admissions/tuition-and-fees
1711,BRAC e BIGD Master of Development Studies (MDS) field research dissertation compulsory?,"Yes, MDS candidates complete a mandatory field research dissertation or practical development project.",https://bigd.bracu.ac.bd
1712,BRAC e JPGSPH Master of Public Health (MPH) program WHO / global public health partners linked?,"Yes, JPGSPH collaborates with WHO, UNICEF, and global health bodies for field placements and research.",https://jpgsph.bracu.ac.bd
1713,BRAC e C3ER Climate Research Center GIS mapping drone survey equipment operate kore?,"Yes, C3ER utilizes specialized environmental mapping equipment and GIS workstations for climate research.",https://www.bracu.ac.bd/research/institutes-and-centers/c3er
1714,BRAC e CPJ Center for Peace and Justice human rights legal aid clinic community service offer kore?,"Yes, CPJ runs legal empowerment workshops and community legal literacy programs.",https://cpj.bracu.ac.bd
1715,BRAC e CED Center for Entrepreneurship Development Business Incubation Center seed funding mentoring dey?,"Yes, CED incubation programs offer student entrepreneurs seed grants, co-working space, and industry mentorship.",https://ced.bracu.ac.bd
1716,BRAC e CSE Microcontroller & Embedded Systems Lab Arduino / Raspberry Pi hardware modules supply kore?,"Yes, the embedded lab provides microcontrollers, sensors, and IoT prototyping kits for hardware coursework.",https://www.bracu.ac.bd/academics/departments/cse
1717,BRAC e EEE Microelectronics & VLSI Lab Cadence EDA software tools support kore?,"Yes, EEE workstations host industry-standard Cadence, Tanner EDA, and Synopsis software for IC design.",https://www.bracu.ac.bd/academics/departments/eee
1718,BRAC e Pharmacy Department HPLC (High-Performance Liquid Chromatography) machine drug analysis-e use kore?,"Yes, advanced analytical labs feature HPLC equipment for pharmaceutical quality control and assay experiments.",https://www.bracu.ac.bd/academics/departments/pharmacy
1719,BRAC e Biotechnology Lab Gel Electrophoresis ar PCR Thermal Cycler DNA research-e operate kore?,"Yes, molecular biology labs are equipped with PCR thermal cyclers and gel doc systems for DNA analysis.",https://www.bracu.ac.bd/academics/schools-and-departments/school-life-sciences
1720,BRAC e Civil Engineering Geotechnical Lab soil compaction ar triaxial shear testing apparatus maintain kore?,"Yes, soil mechanics labs feature triaxial shear apparatus, direct shear test rigs, and compaction testing tools.",https://www.bracu.ac.bd/academics/departments/civil-engineering
1721,BRAC e Mechanical Engineering Heat Transfer Lab thermal conductivity test rig operate kore?,"Yes, heat transfer labs contain heat exchanger test rigs, thermal radiation units, and conductivity apparatus.",https://www.bracu.ac.bd/academics/departments/mechanical-engineering
1722,BRAC e MNS Department Astrophysics Lab astronomical optical telescope observation support kore?,"Yes, physics faculty and students use optical telescopes for astronomical observation and astrophysics projects.",https://www.bracu.ac.bd/academics/departments/mns
1723,BRAC e Architecture Fabrication Shop laser cutter acrylic sheet safety protocol enforce kore?,"Yes, laser cutter operation requires fume extraction, material safety review, and trained lab assistant oversight.",https://www.bracu.ac.bd/academics/departments/architecture
1724,BRAC e School of Law Moot Court room legal advocacy trial simulation practice facility offer kore?,"Yes, the dedicated Moot Court hall mirrors judicial courtroom setups for legal debate and trial simulation.",https://www.bracu.ac.bd/academics/institutes-schools/school-law
1725,BRAC Business School (BBS) Business Analytics Lab Python & R statistical software suite use kore?,"Yes, business analytics modules utilize Python, R, SPSS, and Tableau for data-driven business modeling.",https://www.bracu.ac.bd/academics/institutes-schools/brac-business-school
1726,BRAC Badda permanent campus green roof garden student leisure time access open?,"Yes, landscaped rooftop garden zones provide open green recreation spaces for students and staff.",https://www.bracu.ac.bd/about/campus-development
1727,BRAC Badda permanent campus central HVAC air quality filtration system virus filter integrated?,"Yes, central HVAC systems incorporate high-efficiency MERV/HEPA filtration for continuous indoor air purification.",https://www.bracu.ac.bd/about/campus-development
1728,BRAC campus Medical Center emergency patient oxygen cylinder ar first-aid stock maintain kore?,"Yes, the campus medical room is stocked with emergency medical oxygen, nebulizers, and trauma first-aid kits.",https://www.bracu.ac.bd/student-life/medical-center
1729,BRAC campus CPSO mental health emergency walk-in counseling support offer kore?,"Yes, students experiencing acute emotional crisis can visit CPSO for immediate walk-in counseling support.",https://www.bracu.ac.bd/student-life/counseling-and-psychosocial-support-office
