ID,Category,Question (Banglish),Answer (English),Source Reliability,Time-Sensitive,Split,Source / Notes
825,Technical Support,G-suite e extra cloud storage pawa jay ki?,"BRAC University introduced an additional 50 GB of cloud storage (separate from your regular Google Drive quota) starting May 2023, available through a Microsoft/Office 365 Education account tied to your official BRACU email. Rather than a fixed sign-up link (the sign-up flow generates a one-time, account-specific authentication session that can't be shared as a static URL), sign up by going to https://signup.microsoft.com/signup and entering your BRACU email address when prompted. For current step-by-step instructions or if you run into issues, contact the Student Helpdesk: https://bracu.atlassian.net/servicedesk/customer/portal/2","Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
826,Technical Support,G-suite two step verification kivabe set up korbo?,"G-Suite 2-Step Verification

With the increase in cyber threats, protecting your account with just a password is no longer sufficient. 2-Step Verification (2SV) significantly reduces the risk of unauthorized access to your account. As part of our ongoing commitment to enhancing the security of our systems and protecting your information, we are implementing 2-Step Verification (2SV) for all accounts. Please set up 2-Step Verification by May 30, 2024. After this date, 2SV will be mandatory for all users, and you may experience disruptions in accessing your account if it is not configured. 

It is recommended to review and update your account recovery options (recovery phone number and email) to ensure you can regain access to your account if needed.

 

Steps to Set Up 2-Step Verification:

1. Log in to Your Email Account:

2. Go to Security Settings:

Click on your profile picture or initial at the top right corner of the screen.

Select ""Manage your Google Account.""

In the left-hand navigation panel, click on ""Security.""

Or, visit https://myaccount.google.com/u/0/security?hl=en&pli=1

3. Enable 2-Step Verification:

Scroll down to the ""Signing in to Google"" section.

Click on ""2-Step Verification"" and then click on ""Get Started.""

4. Follow the in drive Instructions: 

You will be prompted to verify your password again.

Google will guide you through the setup process. You may need your mobile device to receive verification codes.

5. Complete the Setup:

Follow the prompts to complete the setup.

Google may ask you to add a backup phone number or generate backup codes in case you lose access to your primary method.

 Please see the attached file for your assistance. If you have any questions or require assistance, please let us know at ithelpdesk.bracu.ac.bd.","Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
827,Technical Support,"ID, registration ba exam er general student service issue er jonno kake contact korbo?","The Student Information Centre (SIC) handles student information, registry, exam controller and admissions queries. It can be reached at sic@bracu.ac.bd, by phone via +8809638464646 (press 2), and is open 9:00 AM to 4:30 PM.",High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
828,Technical Support,Kom internet connectivity thaka student der jonno ki buX design kora hoyeche?,"Yes, one of buX's core design goals is to let students learn regardless of connectivity quality, including offline video viewing options, so students in areas with unreliable internet aren't left behind.",High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
829,Technical Support,Lab Computer er Login ID ar Password kivabe create/reset korbo?,"Lab Computer Login ID and Password (Create/ Reset Password)

Apply here to get computer login ID or reset a computer login password with the following information: https://bracu.atlassian.net/servicedesk/customer/portal/2/group/11/create/17

Full Name:

Student ID:

Department:

G Suite Email Address:

Contact Number:

Attachment for verification purposes:
 I) a scanned copy or photo of the current semester
 II) a scanned copy or photo of the Student ID card

Attachment for resetting the password:
I) an approved application (hard copy) by your DCO Sir/Mam (need to take the
signature/approval of him/her and then finally need to submit it to us as an attachment
to request to reset the password).

Previous Student ID (if any)

We provide the support on a first-come, first-served basis.


Note: We send a one-time password (OTP), which will work only the first time. After the
first login, the option for changing the password will appear automatically,
so reset the password yourself. Please be sincere by remembering or noting down
the password.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
830,Technical Support,Lab PC er login password bhule gele ki hoy?,"If you forget your lab PC login password, you won't be able to access the university systems until it's reset. Contact the IT support team at itsupport@bracu.ac.bd or reach out to the lab assistant to reset your password.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
831,Technical Support,Lab PC kaj na korle ba unresponsive hole ki korbo?,"If a lab PC is unresponsive or malfunctioning, inform the lab assistant immediately or contact IT support","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
832,Technical Support,Lab PC te ami ki file save korte parbo?,"Files saved directly on lab PCs will typically be erased after restarting, as these computers are regularly wiped for security purposes. It's recommended to save your work on a cloud storage service like Google Drive or an external USB drive.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
833,Technical Support,Lab PC te ami ki password change korte parbo?,"Yes, you can change your password when logged into a lab PC. Press Ctrl+Alt+Delete and select the ""Change Password"" option. Enter your current password and set a new one.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
834,Technical Support,Lab PC te log in korte na parle ki korbo?,"If you've changed your password and can't remember it, contact IT support at itsupport@bracu.ac.bd.","Medium (internal dataset, not independently re-verified)",No,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
835,Technical Support,Savar (RS) campus er Wi-Fi network e kivabe connect korbo?,"Search for the 'BRACU RS' Wi-Fi network, select it, choose 'Get Password', then enter your BRACU email address and submit. A password will be sent to your BRACU email, which you then use to log in to the network.",High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
836,Technical Support,Student ID card hariye gele ba nosto hole reissue korte kothay jabo?,"The Student Information Centre (SIC), on the 2nd floor of the main campus, handles the issuance and reissuance of student ID cards, alongside other student account and records services.",High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - official notices on Student ID cards (bracu.ac.bd/introduction-digital-id-card-students; bracu.ac.bd/academics/offices/office-registrar/student-information-centre) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
837,Technical Support,University account e problem hole ami technical support ke kivabe contact korbo?,Please email help@bracu.ac.bd about your issue.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
838,Technical Support,University er helpdesk portal e ami kivabe ticket raise korbo ba question korbo?,Students can log in to the BRACU IT/service helpdesk portal at bracu.atlassian.net/servicedesk (or helpdesk.bracu.ac.bd) using their G-Suite/university Google account to raise and track support tickets.,High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
839,Technical Support,Xiaomi phone e Wi-Fi show na korle kivabe fix korbo?,Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
840,Thesis and Internship,'Major' concentration diye specialize korar jonno BBA student der ki ki option ache?,Students can major in a specific business area by completing 8 courses (24 credits) - 2 Business Core courses plus 6 from their chosen major - or opt for a 'General Business' major by taking any 6 courses from BBA's required/elective offerings.,High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC Business School - BBA Curriculum (official PDF, bracu.ac.bd) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
841,Thesis and Internship,"Advisor jodi bole credit limit reach hoye geche, tahole student ki CSE400 ar onno course ekshathe nite parbe?","Yes, they can do that. Without CSE400, your credit limit should be 12. If your CGPA is 3.5+ you can take 15 credits with CSE400 and then your credit turns out be 19. If your CGPA is less than 3.5 then you can take 12 credits and if you take CSE400 with those 12 credits, it becomes 16.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
842,Thesis and Internship,Amar final thesis ba internship report submit karar por kothay jay?,"Approved undergraduate and graduate theses and internship/project reports are archived in the BRAC University Institutional Repository (DSpace, dspace.bracu.ac.bd), making them searchable and citable for future students and researchers.",Medium (secondary/third-party source),No,train,"BRAC University Institutional Repository (DSpace) and Thesis policy pages [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
843,Thesis and Internship,"Ami AI ba ML er upor thesis korte chai, kon kon faculty available?",You can always check the thesis synopsis for the updated list of advisors. https://cse.sds.bracu.ac.bd/thesis/supervising/list,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset (compiled by S) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
844,Thesis and Internship,Ami ki kichu thesis er sample pete pari?,"Yes, sure. The link: https://drive.google.com/drive/folders/17Vz4kBF_zH7NKX0fWd8n9aIcJtziBXtz","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
845,Thesis and Internship,"BBA student der ki internship korte hoy, naki tara thesis o choose korte pare?","BBA students are generally required to complete a one-semester internship, but they may opt for a Thesis instead. Choosing the thesis route requires a minimum CGPA of 3.5 and involves working with a supervisor for at least one semester (trimester), followed by a thesis paper and a presentation.",High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC Business School - BBA Curriculum (official PDF, bracu.ac.bd) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
846,Thesis and Internship,BRACU official template diye student ra Word file ke LaTeX e kivabe convert kore?,Use Overleaf: https://www.overleaf.com/ . It is a very easy way to covert word files to LaTeX.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
847,Thesis and Internship,CGPA 3 er niche thakle ki thesis kora jay? Minimum CGPA requirement ta ki?,"It is possible to do thesis under CGPA 3, for that you have to take permission of your thesis supervisor and also the chairman. The minimum requirement for starting thesis is 3.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
848,Thesis and Internship,Cyclone er moto external reason e thesis defense postpone hole ki hoy?,"If a thesis defense is postponed due to external reasons such as a cyclone, the date is simply rescheduled rather than penalized.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
849,Thesis and Internship,Data ke usable dataset e convert korle thesis paper er jonno survey ki acceptable?,"Yes, you can do surveys to collect data for your dataset.","Medium (internal dataset, not independently re-verified)",No,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
850,Thesis and Internship,Defense stage e project ke thesis e convert kora jay?,"Yes, a project can often be converted into a thesis at the defense stage, but it usually depends on the specific requirements of your academic program and the feedback from your advisors. If your project meets the necessary criteria for research depth, methodology, and originality, you might be able to adapt it into a thesis format.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
851,Thesis and Internship,Deferral chara Final Defense e absence er penalty ki?,5 marks are deducted specifically for being absent from the Final Defense without an approved deferral.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
852,Thesis and Internship,Deferral chara Pre-Thesis I ba Pre-Thesis II e absence er penalty ki?,2 marks are deducted for an unexcused absence during Pre-Thesis I or Pre-Thesis II without an approved deferral.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
853,Thesis and Internship,Direction niye member der modhye disagreement hole thesis er majhpothe group ki split hote pare?,"Yes, but it comes with a mark penalty that increases the later it happens in the process - members can request to break/divide a group, with deductions rising from Pre-Thesis I through the Final Defense stage.",Medium (secondary/third-party source),No,test,"BRAC University institutional practice (thesis/coordination contacts) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
854,Thesis and Internship,Eki group theke ekjon er beshi student ki registration form submit korte pare?,"No, only one student is allowed to register for their Thesis.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
855,Thesis and Internship,Ekjon CS ar ekjon CSE student ki eki thesis e ekshathe kaj korte pare?,"Yes. If their research interest is similar, they can obviously work in a same team.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
856,Thesis and Internship,Ekjon specific supervisor ke ami kivabe contact korbo ba topic selection e tar Thesis Slot pabo?,"Determine your own research interests first, and then look for a faculty member whose interests coincide with your own. Subsequently, you can ask him for a time slot for the semester in which you intend to begin your thesis. After that, you and your teammates can choose a topic by the discussing with the faculty. Students also approach the faculty members after finding out the topic by his own. If the faculty member likes/loves to work on it then they agree to supervise that team. That's something you can also do.","Medium (internal dataset, not independently re-verified)",No,val,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
857,Thesis and Internship,Ekjon student er CGPA 2.0 er niche thakle ki hoy?,The student is not eligible to start a thesis/project/internship.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
858,Thesis and Internship,Ekjon student kobe thesis korte pare?,After completing 75 credits a student is eligible to do thesis and it is important to have your cgpa 3.00 or above.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset (compiled by S) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
859,Thesis and Internship,"Ekjon student program change korle (jemon CSE theke CS), tara kivabe nishchit korbe je thesis registration system e tader notun student ID update hoyeche?","The Thesis commitee will email you a from where you can update your new ID. You can also add Co-supervisor 1,2 and also many other information if required.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
860,Thesis and Internship,Final defense er age thesis title change korar deadline ta kobe?,The deadline to change a thesis title before the final defense varies by semester - check the current semester's thesis deadline sheet for the exact date.,"Medium (internal dataset, not independently re-verified)",Yes,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
861,Thesis and Internship,Final Defense er shomoy group bhange/divide korle penalty ki?,"5 marks are deducted specifically for breaking or dividing a thesis/project group during the Final Defense stage (compare: 2 marks for Pre-Thesis I, 3 marks for Pre-Thesis II).","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
862,Thesis and Internship,Final defense shadharonoto kon shomoy e hoye thake?,During the end of the advising week of the next semester.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
863,Thesis and Internship,Final thesis report er shathe ar ki thakte hobe?,A camera-ready IEEE journal paper.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
864,Thesis and Internship,Final thesis/project/intern student koyta course nite pare?,A maximum of 3 courses in addition to the thesis/project (CSE 400).,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
865,Thesis and Internship,Graduation er age ekbarer beshi thesis kora ki possible?,"Yes, it is possible, if you want to, but in maximum cases students do one thesis and incase of a failure or defer people change topics of their rather than shifting into the new one.","Medium (internal dataset, not independently re-verified)",No,val,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
866,Thesis and Internship,Group thesis process er kono phase e fail korle ki hoy?,"The phase will be considered incomplete, and the group cannot progress further.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
867,Thesis and Internship,Internship er jonno apply korte student er ki lagbe?,The student must apply to the Chairperson of the CSE Department and may suggest a company with a detailed profile for approval.,"Medium (internal dataset, not independently re-verified)",No,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
868,Thesis and Internship,Internship er shomoy ke amake supervise korben?,An internal faculty member is assigned as an internship supervisor/co-supervisor.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
869,Thesis and Internship,Internship group e shorbochcho koyjon member rakha jay?,A maximum of 1 member per group.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
870,Thesis and Internship,Internship kivabe defend kora hoy?,"Based on a project developed during the internship, defended during the Final Thesis phase.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
871,Thesis and Internship,Internship/thesis shoho BBA program e mot koto credit lage?,"The BBA program requires a minimum of 130 credits total (including the internship or thesis component), with a standard duration of about 4 years (8 semesters).",High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC Business School - BBA Curriculum (official PDF, bracu.ac.bd) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
872,Thesis and Internship,Journal article er readiness assessment e koto weight rakhe?,"5% marks, given only if the article has been submitted to a conference or journal.","Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
873,Thesis and Internship,Nijer ta shuru korar age ami ki age kar student der similar topic er thesis browse korte pari?,"Yes, the Institutional Repository lets you search past theses, internship reports and research output by subject or author, which is useful for reviewing prior work in your area before choosing your own thesis topic.",Medium (secondary/third-party source),No,train,"BRAC University Institutional Repository (DSpace) and Thesis policy pages [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
874,Thesis and Internship,"Overall CSE thesis process ke administer kore, ar onno kothao na thaka question er answer ke dite pare?","The CSE Undergraduate Thesis Committee - including the UG Thesis Coordinator and Co-Coordinator, plus the department's DCOs - administers the thesis process end-to-end and is the right contact point for procedural questions not answered by the published thesis deadline sheet.",High (cites bracu.ac.bd or an official PDF directly),Yes,train,"BRAC University CSE Thesis coordination (internal FAQ / official contacts) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
875,Thesis and Internship,P1 ba P2 er submission deadline kobe? Pre-2 te ki poster presentation ache?,"P1 and P2 deadlines are published each semester by the Thesis Committee via a deadline sheet shared with enrolled students - check with your thesis coordinator for the current version. A poster presentation usually happens during P2; if it doesn't happen for your cohort, the Thesis Committee will notify you directly.","Medium (internal dataset, not independently re-verified)",No,val,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
876,Thesis and Internship,Plagiarism check er jonno student ra kothay theke help pabe?,By emailing the librarian at librarian@bracu.ac.bd or consulting their supervisor.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
877,Thesis and Internship,Pre-Thesis 1 er jonno already register kora thakle Pre-Thesis 2 ba onno phase er jonno abar register kora ki dorkar?,"No, students continuing from Pre-Thesis 1 do not need to re-register for Pre-Thesis 2. Specific deadlines for each stage are published every semester by the CSE Thesis Committee - check with your thesis coordinator for the current semester's deadline sheet.","Medium (internal dataset, not independently re-verified)",No,val,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
878,Thesis and Internship,"Pre-Thesis 1 er registration process ta ki, ar deadline gula ki?",You can register for Pre-Thesis 1 at https://cse.sds.bracu.ac.bd/thesis/registration. Registration deadlines are set and published each semester by the CSE Thesis Committee (via a deadline sheet shared with enrolled students) - check with your thesis coordinator or the committee's current semester announcement for the exact dates.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
879,Thesis and Internship,Pre-Thesis I er por notun member request korle koto marks deduct hoy?,2 marks are deducted for requesting new members to join a group after Pre-Thesis I has already started.,"Medium (internal dataset, not independently re-verified)",No,val,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
880,Thesis and Internship,Pre-Thesis I er shomoy group bhange/divide korle penalty ki?,2 marks are deducted for breaking or dividing a thesis/project group during Pre-Thesis I.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
881,Thesis and Internship,Pre-Thesis I theke Pre-Thesis II te jete marking requirement ta ki?,Students need at least 60% marks in Pre-Thesis I to be allowed to move on to Pre-Thesis II.,"Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
882,Thesis and Internship,Pre-Thesis II er shomoy group bhange/divide korle penalty ki?,3 marks are deducted for breaking or dividing a thesis/project group during Pre-Thesis II.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
883,Thesis and Internship,Project/internship shuru korar eligibility er jonno CGPA koto lagbe?,CGPA equal to or above 2.0.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
884,Thesis and Internship,Protita group er jonno maximum koyjon supervisor/co-supervisor allowed?,A maximum of 2 supervisors and 2 co-supervisors.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
885,Thesis and Internship,"Protita undergraduate program e thesis lage, naki student ra project/internship o choose korte pare?","It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.",Medium (secondary/third-party source),No,test,"BRAC University institutional practice (thesis/coordination contacts) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
886,Thesis and Internship,Sheet e thesis correction status update na thakleo email e supervisor approval dile student der ki korte hobe?,"If your thesis correction status hasn't been updated, contact your department's UG Thesis Committee - this includes the UG Thesis Coordinator, UG Thesis Co-Coordinator, and the department's DCOs. Current contact details for these roles are published by the department each semester (they can change as committee membership rotates), so check your department's official notice or advising channel for who to reach out to right now.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, not template-generated - genuine Bangla-English code-switching, not mechanical translation.]"
887,Thesis and Internship,Shob report kobe er modhye submit korte hobe?,Within the deadline declared in the running semester.,"Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
888,Thesis and Internship,"Student der Pre-Thesis 2 er jonno re-register korte hoy, naki Pre-Thesis 1 theke continue kora jay?","No, students continuing from Pre-Thesis 1 do not need to re-register for Pre-Thesis 2. Specific deadlines for each stage are published every semester by the CSE Thesis Committee - check with your thesis coordinator for the current semester's deadline sheet.","Medium (internal dataset, not independently re-verified)",No,val,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
889,Thesis and Internship,Thesis ar internship supervision niye BRAC University er ki kono general written policy ache?,"Yes, BRAC University publishes an official 'Policy for Thesis/Internship Supervision' document that governs supervision expectations and responsibilities across departments, not just for CSE.",High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - Policy for Thesis/Internship Supervision (official PDF, bracu.ac.bd) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
890,Thesis and Internship,Thesis ba internship er protita phase koto diner?,"Each phase (Pre-Thesis I, Pre-Thesis II, Final Thesis) spans 1 semester.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
891,Thesis and Internship,Thesis defense defer hole ki student ke CSE400 abar nite hobe?,"No, a student should only take CSE400 only once.","Medium (internal dataset, not independently re-verified)",No,val,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
892,Thesis and Internship,Thesis defense er age ki ki prerequisite complete korte hobe?,Pre-Thesis I and Pre-Thesis II.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
893,Thesis and Internship,Thesis kivabe marked hoy?,"Thesis marking follows a detailed rubric maintained by the CSE Thesis Committee, covering components such as proposal/progress evaluation, the final written thesis, and the defense presentation. For the exact current rubric and point breakdown, check with your thesis coordinator or supervisor, since the specific weighting can be revised between semesters.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
894,Thesis and Internship,Thesis lifecycle er ekta overall idea diben?,Here is the link of the overall thesis life cycle: https://drive.google.com/file/d/1tMgIr8czAURIiF41qBydUZVhbinrrIzZ/view,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
