query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp
Q011,full_hybrid,0.5,Where is EEE department's printing Lab?,The EEE Department's printing lab is on 12B-17L,"Where is EEE department's printing Lab?
The EEE Department's printing lab is on 12B-17L

Where is the CSE/CS department's printing lab? 
The CSE/CS department's printing lab is on 11A-4L.

Where is the EEE Department?
The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

TBE
To Be Announced (EEE)

Where are the CSE Labs located?
CSE Labs are located on the 8th, 9th, 10th, 11th and 12th Floor.",The EEE Department's printing lab is on 12B-17L.,0.0073,2.4877,2.4950,2026-07-24T06:49:26.678378+00:00
Q012,full_hybrid,0.5,Does BracU transportation go to Dhanmondi?,"Yes,  BracU transportation go to Dhanmondi.","Does BracU transportation go to Dhanmondi?
Yes,  BracU transportation go to Dhanmondi.

Does BracU transportation go to Azimpur?
Yes,  BracU transportation go to Azimpur.

Does BracU transportation go to Narayangonj?
Yes, BracU transportation goes to Narayangonj?

 How many bus routes are there?
There are 9 bus routes for Brac University transportation. 

Is there any transportation facility for international students?
Yes, BRAC University provides transportation facilities that can be utilized by international students. The university operates a dedicated bus service with air-conditioned buses on several key routes across Dhaka city. This service runs from Sunday to Thursday, excluding government holidays and semester breaks.

The areas covered by the university's bus routes include:
Abdullahpur, Kallyanpur, Jigatola, New Market, Jatrabari.
Thes","Yes, BracU transportation goes to Dhanmondi.",0.0077,2.5000,2.5077,2026-07-24T06:49:29.186319+00:00
Q013,full_hybrid,0.5,Where's the female prayer room?,The female prayer room is located on the ground floor near reception and also another one on 6th floor.(ZONE-H).,"Where's the female prayer room?
The female prayer room is located on the ground floor near reception and also another one on 6th floor.(ZONE-H).

Where's the male prayer room?
The male prayer room is on the 6th floor (ZONE-H).

How can I access the Prayer Room for females?
The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H)

Where can I find the Prayer Room for females?
In front of the indoor (Multipurpose Hall) and also on 6th floor(ZONE-H). 

Where is female washroom?
There are female washrooms in every floor from ground to 12th floor. ",The female prayer room is located on the ground floor near reception and also another one on 6th floor (ZONE-H).,0.0076,2.6889,2.6965,2026-07-24T06:49:31.883036+00:00
Q014,full_hybrid,0.5,How to identify a student under probation?,"""Students admitted Summer 22 and onwards - CGPA below 2.0
Students admitted before Summer 22 - CGPA below 1.5""","How to identify a student under probation?
""Students admitted Summer 22 and onwards - CGPA below 2.0
Students admitted before Summer 22 - CGPA below 1.5""

I am probation student, what is my advising rules?
Your regular advisor will not procede any of your request. There are special probation advisors for the Probation Students. Please search by going to the CSE Advising Server. Then look for link-resources in the general section and find the link. It maybe titled as: 2024 [Current Semester] CSE Registration / Advising List [v1] [Student] List or wait until you see your advisor channel visible. Or visit: https://cse.sds.bracu.ac.bd/advising 

How many credits I am allowed to take as I am a probation student?
It depends on your advisor. Either 6 or 9. You will not ne allowed to take 12.

What should I do if I get on probation?
If you're placed on probation (typically for a low CGPA), consult your academic advisor immediately to make a recovery plan. You may need to retake courses or improve your performance in subsequent terms.

e Executive Committee could be formed by selecting representatives from the active student members by the advisor and the OCA team.

3. Students on probation or under university disciplinary actions cannot become a member of the Executive Committee.

4. For executive committee membership, students are expected to complete 60 credits and achieve a minimum CGPA of 3.

A. Applicable for Academic Club (Co-Curricular). All four students will have a minimum CGPA of 3.

B. Applicable for Non-Academic C","Students admitted Summer 22 and onwards - CGPA below 2.0
Students admitted before Summer 22 - CGPA below 1.5",0.0072,2.7551,2.7624,2026-07-24T06:49:34.645585+00:00
Q015,full_hybrid,0.5,What can I find on the 14th Floor?,Jogging Track and Greenhouse.,"What can I find on the 14th Floor?
Jogging Track and Greenhouse.

What can I find in the Greenhouse on the 14th Floor?
The Greenhouse may house various plant species for educational purposes and research.

Where can I find the Cafeteria?
6th Floor

Where can I find the Dressing Room for the two grounds?
Ground Floor

Where can I find the male and female washrooms on the 1st Floor?
Beside the lift lobby(2nd escalator)","According to the context, you can find a Jogging Track and a Greenhouse on the 14th Floor.",0.0071,2.6433,2.6503,2026-07-24T06:49:37.296109+00:00
Q016,full_hybrid,0.5,How to set up G-suite two step verification?,"G-Suite 2-Step Verification

With the increase in cyber threats, protecting your account with just a password is no longer sufficient.  2-Step Verification (2SV) significantly reduces the risk of unauthorized access to your account. As part of our ongoing commitment to enhancing the security of our systems and protecting your information, we are implementing 2-Step Verification (2SV) for all accounts. Please set up 2-Step Verification by May 30, 2024. After this date, 2SV will be mandatory for all users, and you may experience disruptions in accessing your account if it is not configured. 

It is recommended to review and update your account recovery options (recovery phone number and email) to ensure you can regain access to your account if needed.

 

Steps to Set Up 2-Step Verification:

1. Log in to Your Email Account:

2. Go to Security Settings:

Click on your profile picture or initial at the top right corner of the screen.

Select ""Manage your Google Account.""

In the left-hand navigation panel, click on ""Security.""

Or, visit https://myaccount.google.com/u/0/security?hl=en&pli=1

3. Enable 2-Step Verification:

Scroll down to the ""Signing in to Google"" section.

Click on ""2-Step Verification"" and then click on ""Get Started.""

4. Follow the in drive Instructions: 

You will be prompted to verify your password again.

Google will guide you through the setup process. You may need your mobile device to receive verification codes.

5. Complete the Setup:

Follow the prompts to complete the setup.

Google may ask you to add a backup phone number or generate backup codes in case you lose access to your primary method.

 Please see the attached file for your assistance. If you have any questions or require assistance, please let us know at ithelpdesk.bracu.ac.bd.","How to set up G-suite two step verification? 
G-Suite 2-Step Verification

With the increase in cyber threats, protecting your account with just a password is no longer sufficient.  2-Step Verification (2SV) significantly reduces the risk of unauthorized access to your account. As part of our ongoing commitment to enhancing the security of our systems and protecting your information, we are implementing 2-Step Verification (2SV) for all accounts. Please set up 2-Step Verification by May 30, 2024

How can I set up two-factor authentication (2FA) for my BRACU G Suite email?
To set up two-factor authentication (2FA) for your BRACU G Suite email, log into your Gmail account, go to Security settings, and select the 2FA option. Follow the prompts to set up 2FA, which may involve using your mobile device for verification. For help, contact IT support.

l. Step 2: >>Sign in with Google Select the Sign in with Google option to login the portal. If you face any issues regarding the G-Suite email access kindly send an email to sic@bracu.ac.bd mentioning your student details (Full Name, Student ID, Personal E-mail & Phone Number). Step 3: >> Login with G-Suite email Kindly ensure you are logged in with your Student G-Suite account. Step 4: >> Upon successful login, students can access their Dashboard and other Modules. 

your G-suite for updates.Discord advising happens for two/three days. For discord advising you have to verify yourself first (Only needed if you are not verified before or if you are a 2nd semester student or you are using a new discord id which was not authorized before). The rules and verification procedures will be sent in your g-suite email. After following them you will get yourself verified. Then you will be assigned to an advisor. In your advisor's advising channel you will be able to tex

 Please set up 2-Step Verification by May 30, 2024. After this date, 2SV will be mandatory for all users, and you may experience disruptions in accessing your account if it is not configured. 

It is recommended to review and update your account recovery options (recovery phone number and email) to ensure you can regain access to your account if needed.

 

Steps to Set Up 2-Step Verification:

1. Log in to Your Email Account:

2. Go to Security Settings:

Click on your profile picture or initia","To set up G-Suite two-step verification, follow the steps below:

1. Log in to Your Email Account:
2. Go to Security Settings:
3. Click on your profile picture or initial
4. Select the 2-Step Verification option and follow the prompts to set it up.

Alternatively, you can also go through the instructions provided for setting up two-factor authentication (2FA) for BRACU G Suite email: log into your Gmail account, go to Security settings, and select the 2FA option. Follow the prompts to set up 2FA, which may involve using your mobile device for verification.

Please note that it is recommended to review and update your account recovery options (recovery phone number and email) to ensure you can regain access to your account if needed.

Also, please be aware that setting up 2-Step Verification by May 30, 2024 is mandatory, as any disruptions in accessing your account after this date may occur if it's not configured.",0.0092,5.0382,5.0474,2026-07-24T06:49:42.343749+00:00
Q017,full_hybrid,0.5,"I have not been advised to a advisor yet, what to do?",Try emailing to the DCO of CSE deparment. DCO's: 1. Md. Maksudur Rahman 1.Email: maksudur.rahman@bracu.ac.bd 2. Md. Abdullah Al Masum Email: abdullah.masum@bracu.ac.bd 3. Mr. Sarwar Jahan Shajib Email: sarwar.jahan@bracu.ac.bd If the DCO's do not respond try emailing to Arif Shakil Sir. Email: arif.shakil@bracu.ac.bd,"Can other advisors do my advising?
Yes, they can. But they do not have any responsibility to do that. Please go to your advisor. Faculties can be busy with his advised students and also his other works.

I have not been advised to a advisor yet, what to do?
Try emailing to the DCO of CSE deparment. DCO's: 1. Md. Maksudur Rahman 1.Email: maksudur.rahman@bracu.ac.bd 2. Md. Abdullah Al Masum Email: abdullah.masum@bracu.ac.bd 3. Mr. Sarwar Jahan Shajib Email: sarwar.jahan@bracu.ac.bd If the DCO's do not respond try emailing to Arif Shakil Sir. Email: arif.shakil@bracu.ac.bd

My advisor is not on campus, what to do?
Please request on Discord on your advisor's channel or try requesting other advisor. But he can reject you easily because it is not his duty as you are not assigned to him in the advising session. So, please ask your advisor on the Discord channel or request other advisor if they are willing to help.

My advisor is not responding, what to do?
Please wait, your advisor is maybe busy with other students response. You can request other advisors for your advising but he will only add it but he will not approve it. So, it is wise to get request done by the advisor.

 maximum of two clubs/ forums at a time.

6. It is advised that students enrolled in the last 2 semesters of their undergraduate study are not included in the Executive Committee of clubs and forums.

7. One faculty can be the advisor of one club/forum at a time. Appointments of the Advisors are approved by the Director, OCA with approval from the Department Heads for a period of 2 years. A club/ forum can have maximum one advisor.

8. One faculty can be the advisor of only one club/forum ",Try emailing to the DCO of CSE department. DCO's: 1. Md. Maksudur Rahman Email: maksudur.rahman@bracu.ac.bd 2. Md. Abdullah Al Masum Email: abdullah.masum@bracu.ac.bd 3. Mr. Sarwar Jahan Shajib Email: sarwar.jahan@bracu.ac.bd If the DCO's do not respond try emailing to Arif Shakil Sir. Email: arif.shakil@bracu.ac.bd,0.0075,3.8875,3.8950,2026-07-24T06:49:46.238991+00:00
Q018,full_hybrid,0.5,How to get an extra seat in a particular course durning main advising?,"Request the section's faculty. If he agrees then he will do the other procedures for your desired section. But you need to have a maximum of 9 credits and also if there is vacany in the other sections and the section is not clashing with the courses of the routine. Your request will be rejected. Extra Seat Request Policy [CSE]:
• The section faculty has the right to deny any extra seat request in their section.
• If a student already is in another section of the same course, the request will be denied. The student may apply for lab change when the form is circulated if they have a clash that is not solveable..
If a student doesn't have the course at all and there are other sections with empty seats, then again the request will be denied. They might be added to an available section (depending on seat availability) without any notice from our side.
• If a student has 4 courses or more then again the request will be denied.
• No extra seat for hardware courses (CSE250,CSE251, CSE260, CSE350).
• A faculty may request max 2 extra seats for a lab based course and theory based course. If the seat status is already -2 in usis, the request will be denied.
Only when there is no suitable section for the student, the student maybe granted an extra seat.","How to get an extra seat in a particular course durning main advising?
Request the section's faculty. If he agrees then he will do the other procedures for your desired section. But you need to have a maximum of 9 credits and also if there is vacany in the other sections and the section is not clashing with the courses of the routine. Your request will be rejected. Extra Seat Request Policy [CSE]:
• The section faculty has the right to deny any extra seat request in their section.
• If a stude

Student wants extra seat in courses outside the department. What should be done?
The student should contact to that particular department's DCO to know that particular department's extra seat policy

ithout any notice from our side.
• If a student has 4 courses or more then again the request will be denied.
• No extra seat for hardware courses (CSE250,CSE251, CSE260, CSE350).
• A faculty may request max 2 extra seats for a lab based course and theory based course. If the seat status is already -2 in usis, the request will be denied.
Only when there is no suitable section for the student, the student maybe granted an extra seat.

I missed my pre advising, what should I do now?
Please wait for the 2nd phrase of the pre advising. You may not get those sections you will have got in the 1st phrase. But you can try in the 2nd phrase and also try to get courses in the main advising through your advisor.

My pre advising schedule is not good, what to do?
Please try in the main advising or you can try by swapping your sections in the main advising.",Request the section's faculty. If he agrees then he will do the other procedures for your desired section. But you need to have a maximum of 9 credits and also if there is a vacancy in the other sections and the section is not clashing with the courses of the routine. Your request will be rejected.,0.0085,3.1861,3.1947,2026-07-24T06:49:49.433840+00:00
Q019,full_hybrid,0.5,What are the differences between Repeat vs Retake?,"""Re""""take"""" -- A student got an """"F"""" and (s)he must need to TAKE this course to complete the degree. The maximum attempt is twice (once for a non-credit course in 1st/2nd semester)

Repeat -- A student may optionally repeat a course to improve the grade (within 2 semesters). The latest grade earned would be counted for the CGPA calculation with no cap.""","What are the differences between Repeat vs Retake?
""Re""""take"""" -- A student got an """"F"""" and (s)he must need to TAKE this course to complete the degree. The maximum attempt is twice (once for a non-credit course in 1st/2nd semester)

Repeat -- A student may optionally repeat a course to improve the grade (within 2 semesters). The latest grade earned would be counted for the CGPA calculation with no cap.""

What is the difference between repeat and retake?
Retake means you got a F grade and you have to retake that course must, and repeat means you want to improve your grade but it is not mandatory. 

Is there any cgpa cap in retake/repeat course?
No, currently there is no cap in retake/repeat courses. But the latest grade will be counted.

What is the policy for Repeat, Retake, I grade & F grade for a scholarship recipient?
1. If a student fails (F) in any subject(s) in a semester, s/he will not be considered for tuition fee waiver for two subsequent semesters. However, s/he will be allowed to re-apply with proper documents in the third semester with required CGPA.

2.  Tuition fee waiver is not awarded on retake/repeat subject(s). The student is required to pay for the retake/repeat subject(s). If a student has taken any retake

How can I retake a course?
You just need to take the course during the advising.","A student got an ""F"" and they must retake the course (Retake) in order to complete their degree, whereas a student may optionally repeat a course to improve their grade (Repeat), but only if it is not mandatory. 

In other words:
- Retake: Mandatory re-taking of a course due to failure with an F grade.
- Repeat: Optional re-taking of a course to improve a non-F grade.",0.0072,3.4668,3.4740,2026-07-24T06:49:52.908059+00:00
Q020,full_hybrid,0.5,How is the internship defended?,"Based on a project developed during the internship, defended during the Final Thesis phase.","How is the internship defended?
Based on a project developed during the internship, defended during the Final Thesis phase.

Who supervises internships?
An internal faculty member is assigned as an internship supervisor/co-supervisor.

How many members can join for an internship?
A maximum of 1 member per group.

What is required for a student to apply for an internship?
The student must apply to the Chairperson of the CSE Department and may suggest a company with a detailed profile for approval.

What is the CGPA requirement for eligibility to start a project/internship?
CGPA equal to or above 2.0.","Based on a project developed during the internship, defended during the Final Thesis phase.",0.0069,2.5188,2.5257,2026-07-24T06:49:55.433973+00:00
Q021,full_hybrid,0.5,How is the Grade Point Average (GPA) calculated?,"The Grade Point Average (GPA) at BRAC University is calculated by multiplying the grade points earned in each course by the course's credit hours to obtain the quality points. The total quality points from all courses are then summed and divided by the total number of credit hours taken. This gives the GPA, which reflects the student's overall academic performance for the semester.","How is the Grade Point Average (GPA) calculated?
The Grade Point Average (GPA) at BRAC University is calculated by multiplying the grade points earned in each course by the course's credit hours to obtain the quality points. The total quality points from all courses are then summed and divided by the total number of credit hours taken. This gives the GPA, which reflects the student's overall academic performance for the semester.

What grading scale does BRAC University use?
BRAC University uses a grading scale based on the Grade Point Average (GPA) system, where letter grades correspond to specific grade points. The typical grading scale is as follows:

A: 4.0 (Excellent)
A-: 3.7
B+: 3.3
B: 3.0 (Good)
B-: 2.7
C+: 2.3
C: 2.0 (Satisfactory)
C-: 1.7
D+: 1.3
D: 1.0 (Pass)
F: 0.0 (Fail)

How is the CGPA calculated?
To calculate your CGPA, simply sum all your GPAs for each semester and divide it by the sum of the Total Credit Units (TCU) for each semester

What GPA do I need to be considered for the Engineering program?
Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics
Candidates for BSc in Computer Science and BSc in Mathematics: HSC/ Equivalent(“B” grade in Mathematics),A-levels(“C” grade in Mathematics)
Candidates for BSc in Electronic & Communication Engineering and Electrical & Electronic Engineering who had Physics and Mathematics but not 

If a course is being taken as Repeat multiple times, will the latest grade be counted or the best one?
The LATEST grade Without Cap within 2 semesters; as mentioned in https://www.bracu.ac.bd/academics/policies-and-procedures.","According to our retrieved context, the Grade Point Average (GPA) at BRAC University is calculated by multiplying the grade points earned in each course by the course's credit hours to obtain the quality points. The total quality points from all courses are then summed and divided by the total number of credit hours taken.",0.0081,3.2137,3.2218,2026-07-24T06:49:58.655963+00:00
Q022,full_hybrid,0.5,What are the sports opportunities in Tarc?,"During my period i have seen students playing volleyball,basketball,football and cricket.Football, cricket and tennis tournaments are arranged and students also get jersey.These tournaments are celebrated among the students in a big manner","What are the sports opportunities in Tarc?
During my period i have seen students playing volleyball,basketball,football and cricket.Football, cricket and tennis tournaments are arranged and students also get jersey.These tournaments are celebrated among the students in a big manner

Are there any recreational facilities available at TARC?
Recreational opportunities such as Football, Cricket, Badminton, Volleyball, Carrom, Chess, tabble tennis and cultural functions are available at TARC.

What types of extracurricular activities are organized at TARC?
TARC hosts weekly seminars in different social or global issues, it hosts sports competition in all possible sports. also many short courses such as language learning, web dev and many more

What sports teams does the university have?
Brac University Football club

Are there intramural sports available?
The Multipurpose Hall now provides a wide range of indoor sports, including table tennis, badminton, basketball, carom, with plans for further additions.","There are various sports opportunities available at Tarc, including:

* Football
* Cricket
* Tennis (with tournaments)
* Volleyball
* Basketball
* Badminton
* Table tennis
* Carrom
* Chess 

These sports can be played both as part of competitions and for recreation.",0.0071,3.1273,3.1344,2026-07-24T06:50:01.790570+00:00
