query_id,config,query,reference_answer,retrieved_context,generated_answer,route,fusion,lambda,abstained,graph_augmented,retrieval_s,rerank_s,generation_s,total_s,timestamp,query_confidence,bleu,rougeL,meteor,bertscore
Q170,adaptive_novel,Who teaches the lab section of CSE220-08?,"The lab section of CSE220-08 is taught by MZG,MNP.","Course: CSE220
First Theory Coordinator: AIB
Theory Coordinator Email: abu.ibrahim@bracu.ac.bd
First Lab Coordinator: AIB
Second Lab Coordinator: KKS
Lab Coordinator Email: abu.ibrahim@bracu.ac.bd,md.khaliduzzaman@bracu.ac.bd

Course: CSE220-08
Theory Initial: AIB
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 10C-21C
Lab Faculty: MZG,MNP
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 09B-09L

Course: CSE220-02
Theory Initial: MAHR
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 10B-15C
Lab Faculty: FBAW,AIB
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: 09B-10L

Course: CSE220-03
Theory Initial: MAHR
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 10B-15C
Lab Faculty: NZU,FBAW
Lab Day: MON
Lab Time: 8:00 AM
Lab Room: 09B-08L

Course: CSE220-01
Theory Initial: MAHR
Theory Day: SAT+THU
Theory Time: 8:00 AM
Theory Room: 10B-15C
Lab Faculty: SWG,NZU
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 09B-10L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0226,0.2722,0.0,0.2948,2026-07-26T18:07:38.461130+00:00,0.0,0.006032401726201458,0.0,0.035971223021582725,0.8296223282814026
Q171,adaptive_novel,Who teaches the lab section of CSE110-17?,"The lab section of CSE110-17 is taught by WLV,NQM.","Course: CSE110-17
Theory Initial: AOHE
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09A-04C
Lab Faculty: WLV,NQM
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: 10E-27L

Course: CSE110-01
Theory Initial: ANT
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 10B-17C
Lab Faculty: ANT,ART
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 09B-10L

Course: CSE110
First Theory Coordinator: TAW
Theory Coordinator Email: tawhid.anwar@bracu.ac.bd
First Lab Coordinator: DFD
Second Lab Coordinator: RKBM
Lab Coordinator Email: fabian.dofadar@bracu.ac.bd,mohammad.rakibul@bracu.ac.bd

Course: CSE110-02
Theory Initial: STNM
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 10B-17C
Lab Faculty: AOHE,RKBM
Lab Day: WED
Lab Time: 8:00 AM
Lab Room: 09B-08L

Course: CSE110-03
Theory Initial: STNM
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 10B-17C
Lab Faculty: YND,ATY
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 09B-08L","According to the retrieved context, the Lab Faculty for Course CSE110-17 is listed as WLV,NQM.",entity_heavy,rrf,0.9,False,False,0.0236,0.2694,5.5446,5.8377,2026-07-26T18:07:44.307272+00:00,0.0014,0.17124730448946573,0.5,0.6133120078740157,0.9133636355400085
Q172,adaptive_novel,Who teaches the lab section of CSE423-04?,"The lab section of CSE423-04 is taught by MVH,FDZ.","Course: CSE423
First Theory Coordinator: TMD
Second Theory Coordinator: SMUR
Theory Coordinator Email: tamkin.mahmud@bracu.ac.bd,rahman.samiur@bracu.ac.bd
First Lab Coordinator: SRU
Lab Coordinator Email: shakir.rouf@bracu.ac.bd

Course: CSE423-04
Theory Initial: TMD
Theory Day: MON+WED
Theory Time: 3:30 PM
Theory Room: 09A-02C
Lab Faculty: MVH,FDZ
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12D-27L

Course: CSE423-03
Theory Initial: TMD
Theory Day: MON+WED
Theory Time: 2:00 PM
Theory Room: 09A-02C
Lab Faculty: MVH,FDZ
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12D-27L

Course: CSE423-02
Theory Initial: TMD
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09H-32C
Lab Faculty: MAHS,ZLNM
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 10E-27L

Course: CSE423-01
Theory Initial: TMD
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 09H-32C
Lab Faculty: SOSB,MAHS
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 12D-27L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0231,0.3242,0.0,0.3474,2026-07-26T18:07:44.654865+00:00,0.0,0.006032401726201458,0.0,0.035971223021582725,0.826633632183075
Q173,adaptive_novel,Who teaches the lab section of CSE420-19?,"The lab section of CSE420-19 is taught by RDS,RFR.","Course: CSE420-19
Theory Initial: NLAM
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 10B-13C
Lab Faculty: RDS,RFR
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 12F-32L

Course: CSE420
First Theory Coordinator: MNY
Second Theory Coordinator: SUE
Theory Coordinator Email: nur.yanhaona@bracu.ac.bd,sukarna.sarkar@bracu.ac.bd
First Lab Coordinator: SUE
Second Lab Coordinator: MNY
Lab Coordinator Email: sukarna.sarkar@bracu.ac.bd,nur.yanhaona@bracu.ac.bd

Course: CSE420-02
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: RKBR,AKHD
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-31L

Course: CSE420-01
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: RKBR,AKHD
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 12F-31L

Course: CSE420-03
Theory Initial: SUE
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09E-20T
Lab Faculty: SMDS,SZD
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 12F-32L",RDS and RFR teach the lab section of CSE420-19.,entity_heavy,rrf,0.9,False,False,0.02,0.1961,4.631,4.847,2026-07-26T18:07:49.502942+00:00,0.0016,0.36170855168907595,0.5714285714285713,0.635593220338983,0.9588848948478699
Q174,adaptive_novel,Who teaches the lab section of CSE103-01?,"The lab section of CSE103-01 is taught by SLAR,SBHN.","Course: CSE103
First Lab Coordinator: RBR
Second Lab Coordinator: SLAR
Lab Coordinator Email: rakin.rabbani@bracu.ac.bd,ext.sadiul.rafi@bracu.ac.bd

Course: CSE103-01
Theory Initial: XXX
Theory Day: XXX
Theory Time: 11:00 AM
Theory Room: XXX
Lab Faculty: SLAR,SBHN
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 11B-20L

Course: CSE103-02
Theory Initial: XXX
Theory Day: XXX
Theory Time: 12:30 PM
Theory Room: XXX
Lab Faculty: CMHH,ANT
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: FT11-04L

Initial: SBHN
Name: Mr. Md Sabbir Hossain
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE103-01 (LAB) SLAR,SBHN 11B-20L; 3:30 PM - CSE103-01 (LAB) SLAR,SBHN 11B-20L

Initial: CMHH
Name: Maheer Helal
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE101-05 (LAB) CMHH,SLAR FT11-03L; 9:30 AM - CSE101-05 (LAB) CMHH,SLAR FT11-03L; 11:00 AM - Consultation; 12:30 PM - Consultation by Appointment; 2:00 PM - CSE103-02 (LAB) CMHH,ANT FT11-04L; 3:30 PM - CSE103-02 (LAB) CMHH,ANT FT11-04L","According to the retrieved context, the Lab Faculty for Course: CSE103-01 is SLAR and SBHN.",entity_heavy,rrf,0.9,False,False,0.0204,0.2639,5.4527,5.7371,2026-07-26T18:07:55.240750+00:00,0.0017,0.042517688262127665,0.5185185185185185,0.5574156746031746,0.9080502390861511
Q175,adaptive_novel,Who teaches the lab section of CSE220-05?,"The lab section of CSE220-05 is taught by AJA,ASMN.","Course: CSE220
First Theory Coordinator: AIB
Theory Coordinator Email: abu.ibrahim@bracu.ac.bd
First Lab Coordinator: AIB
Second Lab Coordinator: KKS
Lab Coordinator Email: abu.ibrahim@bracu.ac.bd,md.khaliduzzaman@bracu.ac.bd

Course: CSE220-02
Theory Initial: MAHR
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 10B-15C
Lab Faculty: FBAW,AIB
Lab Day: SUN
Lab Time: 2:00 PM
Lab Room: 09B-10L

Course: CSE220-03
Theory Initial: MAHR
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 10B-15C
Lab Faculty: NZU,FBAW
Lab Day: MON
Lab Time: 8:00 AM
Lab Room: 09B-08L

Course: CSE220-01
Theory Initial: MAHR
Theory Day: SAT+THU
Theory Time: 8:00 AM
Theory Room: 10B-15C
Lab Faculty: SWG,NZU
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 09B-10L

Initial: AJA
Name: Mr. Abid Jahan Apon
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-07 09B-12C; 12:30 PM - CSE220-07 09B-12C; 2:00 PM - CSE220-05 (LAB) AJA,ASMN 09B-08L; 3:30 PM - CSE220-05 (LAB) AJA,ASMN 09B-08L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0219,0.2142,0.0,0.2361,2026-07-26T18:07:55.473653+00:00,0.0,0.006032401726201458,0.0,0.035971223021582725,0.8277134895324707
Q176,adaptive_novel,Who teaches the lab section of CSE460-07?,"The lab section of CSE460-07 is taught by SDL,ZIZE.","Course: CSE460-07
Theory Initial: AKJ
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 09A-07C
Lab Faculty: SDL,ZIZE
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 12D-26L

Course: CSE460-02
Theory Initial: ZIZE
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 07D-20C
Lab Faculty: RAS,ZBH
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 10E-27L

Course: CSE460
First Theory Coordinator: ARPD
Theory Coordinator Email: arpa.roy@bracu.ac.bd
First Lab Coordinator: AKJ
Second Lab Coordinator: SDL
Lab Coordinator Email: anjum.akib@bracu.ac.bd,shadmin.sultana@bracu.ac.bd

Course: CSE460-03
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: SDL,SDU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09E-22L

Course: CSE460-01
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-18C
Lab Faculty: AKJ,UPM
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 09E-21L","The user is asking about the Lab Faculty for CSE460-07. According to the retrieved context, the Lab Faculty for CSE460-07 are SDL and ZIZE.",entity_heavy,rrf,0.9,False,False,0.0211,0.1788,6.7922,6.9921,2026-07-26T18:08:02.470079+00:00,0.0016,0.024826065966265493,0.3243243243243243,0.46759259259259256,0.8882061243057251
Q177,adaptive_novel,Who teaches the lab section of CSE260-03A?,"The lab section of CSE260-03A is taught by FDZ,NRT.","Course: CSE260
First Theory Coordinator: DZK
Theory Coordinator Email: ziaul.karim@bracu.ac.bd
First Lab Coordinator: DZK
Second Lab Coordinator: PBK
Lab Coordinator Email: ziaul.karim@bracu.ac.bd,partha.bhoumik@bracu.ac.bd

Course: CSE260-03A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: FDZ,NRT
Lab Day: WED
Lab Time: 8:00 AM
Lab Room: FT10-03L

Course: CSE260-02A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: ESF,CABS
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: FT10-03L

Course: CSE260-01A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: PBK,SJM
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: FT10-03L

Course: CSE260-01B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09E-20T
Lab Faculty: ADD,DZK
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: FT10-04L","According to the context, for Course CSE260-03A:

Lab Faculty: FDZ,NRT

So, the lab section of CSE260-03A is taught by faculty members FDZ and NRT.",entity_heavy,rrf,0.9,False,False,0.0207,0.2134,7.6799,7.9141,2026-07-26T18:08:10.384701+00:00,0.0015,0.27308797566983256,0.5789473684210525,0.8473221422861711,0.9102590084075928
Q178,adaptive_novel,Who teaches the lab section of CSE250-03A?,"The lab section of CSE250-03A is taught by RFQ,UPM.","Course: CSE250-03A
Theory Initial: SEF
Theory Day: SAT+THU
Theory Time: 11:00 AM
Theory Room: 07H-26C
Lab Faculty: RFQ,UPM
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 12B-20L

Course: CSE250
First Theory Coordinator: SDS
Second Theory Coordinator: PDS
Theory Coordinator Email: shadman.shahriar@bracu.ac.bd,purbayan.das@bracu.ac.bd
First Lab Coordinator: SDQ
Second Lab Coordinator: FFR
Lab Coordinator Email: saiful.bari@bracu.ac.bd,md.fatin@bracu.ac.bd

Course: CSE250-02A
Theory Initial: AKDB
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-27C
Lab Faculty: ZIZE,TSE
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 12B-20L

Course: CSE250-01A
Theory Initial: MHY
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 07H-27C
Lab Faculty: EHQ,MHY
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE250-01B
Theory Initial: MHY
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 07H-27C
Lab Faculty: UPM,ALSM
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 12B-20L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0199,0.1756,0.0,0.1956,2026-07-26T18:08:10.576613+00:00,0.0,0.006032401726201458,0.0,0.035971223021582725,0.8306800723075867
Q179,adaptive_novel,Who teaches the lab section of CSE341-06?,"The lab section of CSE341-06 is taught by RKN,NHBN.","Course: CSE341
First Theory Coordinator: RKN
Theory Coordinator Email: raisul.kabir@bracu.ac.bd
First Lab Coordinator: NHBN
Second Lab Coordinator: RAHA
Lab Coordinator Email: hamim.nasim@bracu.ac.bd,reefat.raha@bracu.ac.bd

Course: CSE341-06
Theory Initial: MHSK
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 10B-15C
Lab Faculty: RKN,NHBN
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 09F-27L

Course: CSE341-02
Theory Initial: RKN
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 09H-33C
Lab Faculty: RAHA,TRZA
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 09F-27L

Course: CSE341-03
Theory Initial: RKN
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09A-02C
Lab Faculty: CABS,TRZA
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 09F-27L

Course: CSE341-01
Theory Initial: RKN
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09H-33C
Lab Faculty: NHBN,RAHA
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 09F-27L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,entity_heavy,rrf,0.9,True,False,0.0224,0.1784,0.0,0.2008,2026-07-26T18:08:10.780705+00:00,0.0,0.006032401726201458,0.0,0.035971223021582725,0.8300486207008362
Q180,adaptive_novel,Who teaches the lab section of CSE370-08?,"The lab section of CSE370-08 is taught by MAHS,MAU.","Course: CSE370
First Theory Coordinator: FEK
Theory Coordinator Email: farden.khan@bracu.ac.bd
First Lab Coordinator: FEK
Lab Coordinator Email: farden.khan@bracu.ac.bd

Course: CSE370-08
Theory Initial: FEK
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09D-17C
Lab Faculty: MAHS,MAU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 12F-30L

Course: CSE370-02
Theory Initial: ANNH
Theory Day: SUN+TUE
Theory Time: 3:30 PM
Theory Room: 10A-05C
Lab Faculty: FEK,MAU
Lab Day: THU
Lab Time: 11:00 AM
Lab Room: 12F-30L

Course: CSE370-01
Theory Initial: MNY
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 10A-04C
Lab Faculty: SHRR,MAU
Lab Day: THU
Lab Time: 8:00 AM
Lab Room: 12F-30L

Course: CSE370-03
Theory Initial: RBR
Theory Day: MON+WED
Theory Time: 11:00 AM
Theory Room: 09H-32C
Lab Faculty: MRIA,MAHS
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: 12F-30L","According to the retrieved context, the Lab Faculty for Course: CSE370-08 is MAHS and MAU.",entity_heavy,rrf,0.9,False,False,0.0204,0.2187,5.3615,5.6006,2026-07-26T18:08:16.383232+00:00,0.0016,0.042517688262127665,0.5185185185185185,0.5574156746031746,0.9090472459793091
Q181,adaptive_novel,What is SHBK's designation?,Sahib Kowsar (SHBK) is a Lecturer.,"Initial: SHBK
Name: Sahib Kowsar
Designation: Lecturer
Status: Full Time
Room: 4L91
Email: sahib.kowsar@bracu.ac.bd

Initial: SHBK
Name: Sahib Kowsar
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE360-09 09A-05C; 9:30 AM - CSE360-10 09A-05C; 11:00 AM - Consultation; 12:30 PM - Consultation

Initial: SHBK
Name: Sahib Kowsar
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-13 09A-01C; 9:30 AM - CSE321-14 09A-01C; 11:00 AM - Consultation; 12:30 PM - Consultation

Initial: SHBK
Name: Sahib Kowsar
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE360-09 09A-05C; 9:30 AM - CSE360-10 09A-05C; 11:00 AM - CSE330-16 (LAB) MNP,SHBK 09F-26L; 12:30 PM - CSE330-16 (LAB) MNP,SHBK 09F-26L

Initial: SHBK
Name: Sahib Kowsar
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-13 09A-01C; 9:30 AM - CSE321-14 09A-01C; 11:00 AM - CSE330-12 (LAB) SHBK,ANNH 09F-26L; 12:30 PM - CSE330-12 (LAB) SHBK,ANNH 09F-26L; 2:00 PM - CSE330-09 (LAB) SADF,SHBK 09F-24L; 3:30 PM - CSE330-09 (LAB) SADF,SHBK 09F-24L",Lecturer.,open_ended,linear,0.5,False,False,0.02,0.2156,3.7745,4.0102,2026-07-26T18:08:20.393975+00:00,0.0876,0.009549251099193677,0.2857142857142857,0.2259036144578313,0.8654713034629822
Q182,adaptive_novel,What is MAHR's designation?,Mahrin Tasfe (MAHR) is a Senior Lecturer.,"Initial: MAHR
Name: Mahrin Tasfe
Designation: Senior Lecturer
Status: Full Time
Room: 4G30
Email: mahrin.tasfe@bracu.ac.bd

Initial: MAHR
Name: Mahrin Tasfe
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE220-03 10B-15C; 9:30 AM - CSE220-04 10B-15C; 11:00 AM - Consultation; 12:30 PM - Research

Initial: MAHR
Name: Mahrin Tasfe
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE220-03 10B-15C; 9:30 AM - CSE220-04 10B-15C; 11:00 AM - Consultation; 12:30 PM - Research

Initial: MAHR
Name: Mahrin Tasfe
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE220-01 10B-15C; 9:30 AM - CSE220-02 10B-15C; 11:00 AM - Consultation

Initial: MAHR
Name: Mahrin Tasfe
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE220-01 10B-15C; 9:30 AM - CSE220-02 10B-15C; 11:00 AM - Consultation; 12:30 PM - Consultation by Appointment",MAHR's designation is Senior Lecturer.,open_ended,linear,0.5,False,False,0.0232,0.106,3.9878,4.117,2026-07-26T18:08:24.511110+00:00,0.2057,0.12100518276540287,0.6153846153846153,0.4597938144329897,0.8925043940544128
Q183,adaptive_novel,What is Zobayer Hasan's email?,Zobayer Hasan's email is ext.zobayer.hasan@bracu.ac.bd.,"Initial: ZBYR
Name: Zobayer Hasan
Designation: C. Lecturer
Status: Contractual
Room: 4F
Email: ext.zobayer.hasan@bracu.ac.bd

Initial: ZHS
Name: Mr. Syed Zamil Hasan Shoumo
Designation: Senior Lecturer
Status: Full Time
Room: 4J68
Email: shoumo.hasan@bracu.ac.bd

Initial: ZHS
Name: Mr. Syed Zamil Hasan Shoumo
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE422-01 09E-20T ,CSE422-02 09E-20T ,CSE422-03 09E-20T; 9:30 AM - Consultation; 11:00 AM - CSE422-13 (LAB) ZHS,NWT 09E-22L; 12:30 PM - CSE422-13 (LAB) ZHS,NWT 09E-22L

Initial: ZHS
Name: Mr. Syed Zamil Hasan Shoumo
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE422-01 (LAB) ZHS,NFF 09B-11L; 9:30 AM - CSE422-01 (LAB) ZHS,NFF 09B-11L; 11:00 AM - CSE422-04 09A-01C

Initial: ZHS
Name: Mr. Syed Zamil Hasan Shoumo
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE422-07 (LAB) ZHS,WHMJ 09F-25L; 9:30 AM - CSE422-07 (LAB) ZHS,WHMJ 09F-25L; 11:00 AM - CSE422-04 09A-01C; 12:30 PM - Consultation",Zobayer Hasan's email is ext.zobayer.hasan@bracu.ac.bd.,open_ended,linear,0.5,False,False,0.0227,0.1767,5.1568,5.3563,2026-07-26T18:08:29.868196+00:00,0.3028,1.0,1.0,0.9993141289437586,1.0
Q184,adaptive_novel,What is RBR's designation?,Mr. Rakin Bin Rabbani (RBR) is a Lecturer.,"Initial: RBR
Name: Mr. Rakin Bin Rabbani
Designation: Lecturer
Status: Full Time
Room: 4J60
Email: rakin.rabbani@bracu.ac.bd

Initial: RBR
Name: Mr. Rakin Bin Rabbani
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE101-03 09B-12C; 12:30 PM - CSE101-04 09B-12C

Initial: RBR
Name: Mr. Rakin Bin Rabbani
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE370-03 09H-32C; 12:30 PM - CSE370-04 09H-32C; 2:00 PM - CSE101-02 (LAB) RBR,ANV FT11-04L; 3:30 PM - CSE101-02 (LAB) RBR,ANV FT11-04L

Initial: RBR
Name: Mr. Rakin Bin Rabbani
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE101-03 09B-12C; 12:30 PM - CSE101-04 09B-12C; 2:00 PM - CSE370-16 (LAB) RBR,KZMN 12F-31L; 3:30 PM - CSE370-16 (LAB) RBR,KZMN 12F-31L

Initial: RBR
Name: Mr. Rakin Bin Rabbani
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE370-03 09H-32C; 12:30 PM - CSE370-04 09H-32C",Rakin Bin Rabbani's designation is Lecturer.,open_ended,linear,0.5,False,False,0.0177,0.159,4.353,4.5297,2026-07-26T18:08:34.398580+00:00,0.0943,0.12434558650623244,0.6666666666666666,0.5257009345794392,0.9214479327201843
Q185,adaptive_novel,What is ARD's designation?,Mr. Ayman Rasheed (ARD) is a Lecturer.,"Initial: ARD
Name: Mr. Ayman Rasheed
Designation: Lecturer
Status: Full Time
Room: 4M129
Email: ayman.rasheed@bracu.ac.bd

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE330-17 (LAB) ARD,NKBS 09F-26L; 12:30 PM - CSE330-17 (LAB) ARD,NKBS 09F-26L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 9:30 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 11:00 AM - CSE221-19 (LAB) ARD,ANV 09E-22L; 12:30 PM - CSE221-19 (LAB) ARD,ANV 09E-22L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE330-05 (LAB) ARD,MAJIJ 09F-26L; 9:30 AM - CSE330-05 (LAB) ARD,MAJIJ 09F-26L; 2:00 PM - CSE330-11 (LAB) SADF,ARD 09B-11L; 3:30 PM - CSE330-11 (LAB) SADF,ARD 09B-11L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-16 (LAB) ASRF,ARD 09E-21L; 9:30 AM - CSE221-16 (LAB) ASRF,ARD 09E-21L; 11:00 AM - CSE221-18 (LAB) HFN,ARD 09E-21L; 12:30 PM - CSE221-18 (LAB) HFN,ARD 09E-21L; 2:00 PM - CSE330-18 (LAB) ARD,MAJIJ 09F-26L; 3:30 PM - CSE330-18 (LAB) ARD,MAJIJ 09F-26L",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0173,0.2464,0.0,0.2637,2026-07-26T18:08:34.658021+00:00,0.0006,0.007173775053353474,0.05555555555555555,0.08264462809917356,0.8314936757087708
